period_label,nmas_artist_id,artist_name,residency,spotify_monthly_listeners,youtube_quarter_views,deezer_fans,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,measured_platform_revenue_usd,unmeasured_platform_uplift_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,domestic_share_observed,domestic_revenue_usd,export_revenue_usd,export_revenue_ngn,split_basis,split_classification,youtube_views_source,spotify_listeners_source
Q2_2022,cruel-santino,Cruel Santino,domestic,415124,5346,6127,17435.21,21.38,147.05,17603.64,5230.56,22834.2,34251303.6,0.05189,1184.86,21649.34,32474012.76,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,cruel-santino,Cruel Santino,domestic,375486,7272,6331,15770.41,29.09,151.94,15951.44,4731.12,20682.57,31023851.4,0.047469,981.78,19700.79,29551187.81,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,cruel-santino,Cruel Santino,domestic,350233,7436,6510,14709.79,29.74,156.24,14895.77,4412.94,19308.71,28963058.7,0.073484,1418.88,17889.82,26834731.55,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2023,cruel-santino,Cruel Santino,domestic,603650,7057,6634,25353.3,28.23,159.22,25540.74,7605.99,33146.73,49720101.0,0.075952,2517.57,30629.16,45943745.6,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,cruel-santino,Cruel Santino,domestic,867533,6781,6704,36436.39,27.12,160.9,36624.41,10930.92,47555.32,71332982.7,0.064561,3070.21,44485.12,66727672.95,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,cruel-santino,Cruel Santino,domestic,405657,6399,6777,17037.59,25.6,162.65,17225.84,5111.28,22337.12,33505674.3,0.113935,2544.97,19792.14,29688216.66,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,cruel-santino,Cruel Santino,domestic,714185,6314,6883,29995.77,25.26,165.19,30186.22,8998.73,39184.95,58777423.5,0.530691,20795.09,18389.86,27584786.43,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,cruel-santino,Cruel Santino,domestic,655646,6231,6974,27537.13,24.92,167.38,27729.43,8261.14,35990.57,53985857.4,0.433907,15616.58,20373.99,30560991.49,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,cruel-santino,Cruel Santino,domestic,587239,6549,7029,24664.04,26.2,168.7,24858.93,7399.21,32258.14,48387212.1,0.613924,19804.05,12454.09,18681137.26,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,cruel-santino,Cruel Santino,domestic,539971,5834,7085,22678.78,23.34,170.04,22872.16,6803.63,29675.79,44513688.9,0.575568,17080.44,12595.36,18893036.36,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2024,cruel-santino,Cruel Santino,domestic,564527,6313,7146,23710.13,25.25,171.5,23906.89,7113.04,31019.93,46529895.3,0.593385,18406.77,12613.16,18919741.34,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,cruel-santino,Cruel Santino,domestic,609958,6931,7221,25618.24,27.72,173.3,25819.26,7685.47,33504.73,50257102.2,0.674556,22600.82,10903.91,16355868.5,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2025,cruel-santino,Cruel Santino,domestic,764065,6643,7277,32090.73,26.57,174.65,32291.95,9627.22,41919.17,62878753.5,0.710754,29794.23,12124.94,18187413.65,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,cruel-santino,Cruel Santino,domestic,724067,4919,7410,30410.81,19.68,177.84,30608.33,9123.24,39731.57,59597361.3,0.694503,27593.71,12137.86,18206790.7,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,cruel-santino,Cruel Santino,domestic,827200,4700,171,34742.4,18.8,4.1,34765.3,10422.72,45188.02,67782036.0,0.778327,35171.04,10016.98,15025472.71,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2026,cruel-santino,Cruel Santino,domestic,831356,4814,174,34916.95,19.26,4.18,34940.38,10475.09,45415.47,68123204.4,0.84714,38473.28,6942.19,10413283.04,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,cruel-santino,Cruel Santino,domestic,823484,268932,7758,34586.33,1075.73,186.19,35848.25,10375.9,46224.14,69336216.72,0.857146,39620.84,6603.3,9904957.31,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2026,cruel-santino,Cruel Santino,domestic,885110,405138,7803,37174.62,1620.55,187.27,38982.44,11152.39,50134.83,75202246.44,0.854186,42824.49,7310.34,10965508.59,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2019,d'banj,D'banj,domestic,241909,709937,4719,10160.19,2839.75,113.26,13113.2,3048.06,16161.26,24241882.85,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019)
Q2_2019,d'banj,D'banj,domestic,319617,827087,4894,13423.91,3308.35,117.46,16849.72,4027.17,20876.89,31315338.54,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2019,d'banj,D'banj,domestic,333157,712483,5273,13992.59,2849.93,126.55,16969.08,4197.78,21166.86,31750285.5,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2019,d'banj,D'banj,domestic,301700,1259294,5507,12671.4,5037.18,132.17,17840.75,3801.42,21642.17,32463248.4,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2020,d'banj,D'banj,domestic,250858,564595,5928,10536.04,2258.38,142.27,12936.69,3160.81,16097.5,24146249.4,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2020,d'banj,D'banj,domestic,278766,445573,6392,11708.17,1782.29,153.41,13643.87,3512.45,17156.33,25734488.04,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2020,d'banj,D'banj,domestic,265563,585973,6538,11153.65,2343.89,156.91,13654.45,3346.09,17000.55,25500818.34,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2020,d'banj,D'banj,domestic,265861,1096131,6640,11166.16,4384.52,159.36,15710.05,3349.85,19059.89,28589841.18,,,,,not measured: provider published no geography this quarter,UNK,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2021,d'banj,D'banj,domestic,279867,576801,6768,11754.41,2307.2,162.43,14224.05,3526.32,17750.37,26625559.14,0.024719,438.77,17311.6,25967405.02,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2021,d'banj,D'banj,domestic,321899,772350,6890,13519.76,3089.4,165.36,16774.52,4055.93,20830.44,31245666.66,0.022722,473.31,20357.14,30535704.94,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,d'banj,D'banj,domestic,298320,1293065,7031,12529.44,5172.26,168.74,17870.45,3758.83,21629.28,32443915.68,0.045801,990.65,20638.63,30957942.25,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2021,d'banj,D'banj,domestic,307893,1959995,7148,12931.51,7839.98,171.55,20943.04,3879.45,24822.49,37233734.7,0.062874,1560.69,23261.8,34892695.86,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2022,d'banj,D'banj,domestic,332790,1597910,7257,13977.18,6391.64,174.17,20542.99,4193.15,24736.14,37104213.0,0.068172,1686.3,23049.84,34574762.76,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2022,d'banj,D'banj,domestic,340782,1623990,7330,14312.84,6495.96,175.92,20984.72,4293.85,25278.58,37917865.8,0.074513,1883.57,23395.0,35092505.1,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,d'banj,D'banj,domestic,319371,1685731,7376,13413.58,6742.92,177.02,20333.53,4024.07,24357.6,36536406.9,0.066087,1609.72,22747.89,34121831.33,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,d'banj,D'banj,domestic,323123,1641445,7410,13571.17,6565.78,177.84,20314.79,4071.35,24386.14,36579203.7,0.106076,2586.79,21799.35,32699025.18,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2023,d'banj,D'banj,domestic,352469,1956609,7435,14803.7,7826.44,178.44,22808.57,4441.11,27249.68,40874525.1,0.141168,3846.78,23402.9,35104356.14,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,d'banj,D'banj,domestic,371875,2218096,7469,15618.75,8872.38,179.26,24670.39,4685.62,29356.01,44034022.5,0.167226,4909.08,24446.93,36670395.26,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,d'banj,D'banj,domestic,398208,1552975,7492,16724.74,6211.9,179.81,23116.44,5017.42,28133.86,42200797.2,0.201291,5663.09,22470.77,33706162.3,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,d'banj,D'banj,domestic,445153,1970688,7512,18696.43,7882.75,180.29,26759.47,5608.93,32368.39,48552590.7,0.279865,9058.78,23309.61,34964418.99,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,d'banj,D'banj,domestic,474373,1000263,7537,19923.67,4001.05,180.89,24105.61,5977.1,30082.71,45124058.7,0.275613,8291.2,21791.51,32687264.7,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,d'banj,D'banj,domestic,580865,3053864,7553,24396.33,12215.46,181.27,36793.06,7318.9,44111.96,66167935.5,0.387905,17111.24,27000.72,40501079.09,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,d'banj,D'banj,domestic,515340,6143819,7575,21644.28,24575.28,181.8,46401.36,6493.28,52894.64,79341960.0,0.371828,19667.72,33226.92,49840373.3,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2024,d'banj,D'banj,domestic,550786,1107198,7598,23133.01,4428.79,182.35,27744.16,6939.9,34684.06,52026089.4,0.430254,14922.97,19761.09,29641639.47,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,d'banj,D'banj,domestic,492017,1675590,7625,20664.71,6702.36,183.0,27550.07,6199.41,33749.49,50624232.3,0.415624,14027.09,19722.4,29583593.95,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2025,d'banj,D'banj,domestic,503949,1974590,7645,21165.86,7898.36,183.48,29247.7,6349.76,35597.46,53396183.1,0.396128,14101.16,21496.29,32244439.32,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,d'banj,D'banj,domestic,557330,2464850,7663,23407.86,9859.4,183.91,33451.17,7022.36,40473.53,60710295.0,0.412928,16712.66,23760.87,35641302.35,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,d'banj,D'banj,domestic,589391,1191550,7684,24754.42,4766.2,184.42,29705.04,7426.33,37131.36,55697046.9,0.484934,18006.28,19125.09,28687632.64,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2026,d'banj,D'banj,domestic,607651,2207830,7733,25521.34,8831.32,185.59,34538.25,7656.4,42194.66,63291984.9,0.494536,20866.78,21327.88,31991815.85,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,d'banj,D'banj,domestic,653369,3719232,7928,27441.5,14876.93,190.27,42508.7,8232.45,50741.15,76111721.1,0.508881,25821.2,24919.95,37379920.52,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2026,d'banj,D'banj,domestic,690086,4258890,7992,28983.61,17035.56,191.81,46210.98,8695.08,54906.06,82359095.4,0.510053,28005.0,26901.07,40351597.86,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 46% of the quarter, below the 90% adequacy threshold; subscribers x 5.99 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2024,dj-cuppy,DJ Cuppy,unknown,218,0,0,9.16,0.0,0.0,9.16,2.75,11.9,17854.2,0.285348,3.4,8.51,12759.54,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2025,dj-cuppy,DJ Cuppy,unknown,1,0,0,0.04,0.0,0.0,0.04,0.01,0.05,81.9,0.321529,0.02,0.04,55.57,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q2_2025,dj-cuppy,DJ Cuppy,unknown,1,0,0,0.04,0.0,0.0,0.04,0.01,0.05,81.9,0.335716,0.02,0.04,54.4,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q3_2025,dj-cuppy,DJ Cuppy,unknown,1,0,0,0.04,0.0,0.0,0.04,0.01,0.05,81.9,0.355631,0.02,0.04,52.77,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2019,dj-neptune,DJ Neptune,domestic,120933,1185046,968,5079.19,4740.19,23.23,9842.61,1523.76,11366.36,17049547.11,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.53 views/month (EST, calibrated)",estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019)
Q2_2019,dj-neptune,DJ Neptune,domestic,159780,1281891,1214,6710.76,5127.57,29.14,11867.46,2013.23,13880.69,20821033.7,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.27 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2019,dj-neptune,DJ Neptune,domestic,154468,1432027,1466,6487.66,5728.11,35.18,12250.95,1946.3,14197.24,21295865.16,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.01 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2019,dj-neptune,DJ Neptune,domestic,164345,1518096,1550,6902.49,6072.38,37.2,13012.07,2070.75,15082.82,22624232.94,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.75 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2020,dj-neptune,DJ Neptune,domestic,229113,1704366,2421,9622.75,6817.47,58.1,16498.32,2886.82,19385.14,29077708.5,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.49 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2020,dj-neptune,DJ Neptune,domestic,497272,1943934,10964,20885.42,7775.74,263.14,28924.3,6265.63,35189.92,52784884.8,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.23 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2020,dj-neptune,DJ Neptune,domestic,458120,2168203,22376,19241.04,8672.81,537.02,28450.88,5772.31,34223.19,51334781.76,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.97 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2020,dj-neptune,DJ Neptune,domestic,396243,3202652,33595,16642.21,12810.61,806.28,30259.09,4992.66,35251.76,52877634.66,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.71 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2021,dj-neptune,DJ Neptune,domestic,361296,3330611,42729,15174.43,13322.45,1025.5,29522.37,4552.33,34074.7,51112054.8,0.046325,1578.51,32496.2,48744294.12,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.45 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2021,dj-neptune,DJ Neptune,domestic,448834,3389116,49238,18851.03,13556.46,1181.71,33589.2,5655.31,39244.51,58866766.2,0.052162,2047.07,37197.44,55796166.94,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.19 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,dj-neptune,DJ Neptune,domestic,362098,3441375,54821,15208.12,13765.5,1315.7,30289.32,4562.43,34851.75,52277632.2,0.078895,2749.63,32102.12,48153180.94,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 8% of the quarter, below the 90% adequacy threshold; subscribers x 10.92 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2021,dj-neptune,DJ Neptune,domestic,604044,1969550,60763,25369.85,7878.2,1458.31,34706.36,7610.95,42317.31,63475971.6,0.114164,4831.1,37486.22,56229325.27,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2022,dj-neptune,DJ Neptune,domestic,546252,2738048,66809,22942.58,10952.19,1603.42,35498.19,6882.78,42380.97,63571450.8,0.116982,4957.79,37423.18,56134767.01,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2022,dj-neptune,DJ Neptune,domestic,513318,2560413,69431,21559.36,10241.65,1666.34,33467.35,6467.81,39935.16,59902738.2,0.092707,3702.26,36232.9,54349350.65,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,dj-neptune,DJ Neptune,domestic,420269,2393303,70727,17651.3,9573.21,1697.45,28921.96,5295.39,34217.35,51326021.1,0.090431,3094.3,31123.05,46684569.68,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,dj-neptune,DJ Neptune,domestic,477977,1101239,71188,20075.03,4404.96,1708.51,26188.5,6022.51,32211.01,48316518.3,0.116397,3749.26,28461.75,42692626.14,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2023,dj-neptune,DJ Neptune,domestic,703066,4460220,71781,29528.77,17840.88,1722.74,49092.4,8858.63,57951.03,86926541.4,0.214079,12406.09,45544.94,68317402.6,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,dj-neptune,DJ Neptune,domestic,656570,3401095,72225,27575.94,13604.38,1733.4,42913.72,8272.78,51186.5,76779753.0,0.226726,11605.29,39581.21,59371812.95,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,dj-neptune,DJ Neptune,domestic,580533,2112395,72474,24382.39,8449.58,1739.38,34571.34,7314.72,41886.06,62829086.7,0.268306,11238.28,30647.78,45971672.4,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,dj-neptune,DJ Neptune,domestic,771505,2524003,72942,32403.21,10096.01,1750.61,44249.83,9720.96,53970.79,80956189.5,0.330322,17827.73,36143.06,54214592.42,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,dj-neptune,DJ Neptune,domestic,602496,2666688,73952,25304.83,10666.75,1774.85,37746.43,7591.45,45337.88,68006822.4,0.359968,16320.2,29017.69,43526529.65,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,dj-neptune,DJ Neptune,domestic,560644,2849622,74774,23547.05,11398.49,1794.58,36740.11,7064.11,43804.23,65706339.6,0.42632,18674.61,25129.62,37694431.27,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,dj-neptune,DJ Neptune,domestic,693878,4210940,75531,29142.88,16843.76,1812.74,47799.38,8742.86,56542.24,84813364.2,0.450128,25451.27,31090.98,46636463.92,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2024,dj-neptune,DJ Neptune,domestic,800033,3195635,76361,33601.39,12782.54,1832.66,48216.59,10080.42,58297.01,87445508.7,0.47945,27950.47,30346.53,45519801.67,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,dj-neptune,DJ Neptune,domestic,810772,2815076,77097,34052.42,11260.3,1850.33,47163.06,10215.73,57378.78,86068174.8,0.588533,33769.3,23609.48,35414221.9,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2025,dj-neptune,DJ Neptune,domestic,975861,2962846,77695,40986.16,11851.38,1864.68,54702.23,12295.85,66998.07,100497111.9,0.600976,40264.23,26733.84,40100767.49,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,dj-neptune,DJ Neptune,domestic,1102093,3315594,78013,46287.91,13262.38,1872.31,61422.59,13886.37,75308.97,112963448.7,0.625662,47117.98,28190.99,42286481.79,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,dj-neptune,DJ Neptune,domestic,1061134,5237156,66,44567.63,20948.62,1.58,65517.84,13370.29,78888.12,118332186.6,0.640535,50530.59,28357.54,42536308.47,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2026,dj-neptune,DJ Neptune,domestic,1144786,2635890,66,48081.01,10543.56,1.58,58626.16,14424.3,73050.46,109575689.4,0.712072,52017.18,21033.28,31549914.51,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,dj-neptune,DJ Neptune,domestic,1036573,3869844,79379,43536.07,15479.38,1905.1,60920.54,13060.82,73981.36,110972036.7,0.706034,52233.37,21747.99,32621982.35,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2026,dj-neptune,DJ Neptune,domestic,1367314,5121450,79579,57427.19,20485.8,1909.9,79822.88,17228.16,97051.04,145576560.6,0.734364,71270.77,25780.27,38670401.36,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 46% of the quarter, below the 90% adequacy threshold; subscribers x 5.99 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2019,dj-spinall,DJ Spinall,domestic,110,0,0,4.62,0.0,0.0,4.62,1.39,6.01,9009.0,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q3_2019,dj-spinall,DJ Spinall,domestic,2,0,0,0.08,0.0,0.0,0.08,0.03,0.11,163.8,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q4_2019,dj-spinall,DJ Spinall,domestic,1,0,0,0.04,0.0,0.0,0.04,0.01,0.05,81.9,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2020,dj-spinall,DJ Spinall,domestic,1,0,0,0.04,0.0,0.0,0.04,0.01,0.05,81.9,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q2_2020,dj-spinall,DJ Spinall,domestic,1,0,0,0.04,0.0,0.0,0.04,0.01,0.05,81.9,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q3_2020,dj-spinall,DJ Spinall,domestic,2,0,0,0.08,0.0,0.0,0.08,0.03,0.11,163.8,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q4_2020,dj-spinall,DJ Spinall,domestic,3,0,0,0.13,0.0,0.0,0.13,0.04,0.16,245.7,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2021,dj-spinall,DJ Spinall,domestic,5,0,0,0.21,0.0,0.0,0.21,0.06,0.27,409.5,0.02792,0.01,0.27,398.07,assumed: portfolio-wide ratio applied to an artist without own geography,ASM,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q2_2021,dj-spinall,DJ Spinall,domestic,22,0,0,0.92,0.0,0.0,0.92,0.28,1.2,1801.8,0.045455,0.05,1.15,1719.9,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q3_2021,dj-spinall,DJ Spinall,domestic,14,0,0,0.59,0.0,0.0,0.59,0.18,0.76,1146.6,0.176471,0.13,0.63,944.26,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q4_2021,dj-spinall,DJ Spinall,domestic,9,0,0,0.38,0.0,0.0,0.38,0.11,0.49,737.1,0.142857,0.07,0.42,631.8,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2022,dj-spinall,DJ Spinall,domestic,4,0,0,0.17,0.0,0.0,0.17,0.05,0.22,327.6,0.2,0.04,0.17,262.08,observed: artist's own Nigerian share of listeners this quarter,OBS,no YouTube presence observed,"observed monthly listeners, quarter end level"
