period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source,spotify_listeners_basis,ngn_per_usd,ngn_rate_basis
Q1_2021,ODUMODUBLVCK,387,0,0,no YouTube presence observed,45,4064,16.25,0.0,1.08,4.88,22.21,8909.54,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q1_2021,Lojay,164,0,0,no YouTube presence observed,3,1722,6.89,0.0,0.07,2.07,9.03,3622.38,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q1_2021,Libianca,71,0,0,no YouTube presence observed,2,746,2.98,0.0,0.05,0.89,3.92,1572.51,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q1_2021,Magixx,25,0,0,no YouTube presence observed,5,262,1.05,0.0,0.12,0.32,1.49,597.71,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q1_2021,DJ Spinall,3,0,0,no YouTube presence observed,0,32,0.13,0.0,0.0,0.04,0.17,68.2,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q1_2021,=== PERIOD TOTAL ===,,,,,,,2198714.99,2587375.88,122428.41,659614.51,5568133.79,2233656869.8,Aggregated,,,,
Q2_2021,Burna Boy,10496199,1970000,66104532,"estimated: subscribers x 11.19 views/month (EST, calibrated)",498795,110210090,440840.36,264418.13,11971.08,132252.11,849481.68,340769575.93,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Davido,3292551,2540000,85231224,"estimated: subscribers x 11.19 views/month (EST, calibrated)",567506,34571786,138287.14,340924.9,13620.14,41486.14,534318.32,214341794.07,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Wizkid,4894908,1820000,61071192,"estimated: subscribers x 11.19 views/month (EST, calibrated)",631148,51396534,205586.14,244284.77,15147.55,61675.84,526694.3,211283418.44,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Darkoo,8533028,0,0,no YouTube presence observed,6814,89596794,358387.18,0.0,163.54,107516.15,466066.87,186962724.9,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Mr Eazi,5227765,978000,32817377,"estimated: subscribers x 11.19 views/month (EST, calibrated)",240475,54891532,219566.13,131269.51,5771.4,65869.84,422476.88,169476600.41,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Flavour,466657,2090000,70131204,"estimated: subscribers x 11.19 views/month (EST, calibrated)",58599,4899898,19599.59,280524.82,1406.38,5879.88,307410.67,123317790.27,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Rema,3262117,824000,27649814,"estimated: subscribers x 11.19 views/month (EST, calibrated)",202145,34252228,137008.91,110599.26,4851.48,41102.67,293562.32,117762524.67,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Patoranking,941918,1060000,35568936,"estimated: subscribers x 11.19 views/month (EST, calibrated)",135800,9890139,39560.56,142275.74,3259.2,11868.17,196963.67,79011976.22,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Tiwa Savage,1162328,849000,28488704,"estimated: subscribers x 11.19 views/month (EST, calibrated)",214379,12204444,48817.78,113954.82,5145.1,14645.33,182563.03,73235159.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Olamide,1105953,847000,28421593,"estimated: subscribers x 11.19 views/month (EST, calibrated)",224817,11612506,46450.03,113686.37,5395.61,13935.01,179467.02,71993195.07,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Kizz Daniel,1402667,648000,21744029,"estimated: subscribers x 11.19 views/month (EST, calibrated)",112133,14728004,58912.01,86976.12,2691.19,17673.6,166252.92,66692358.86,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Yemi Alade,1393253,0,13621683,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",335037,14629156,58516.63,54486.73,8040.89,17554.99,138599.24,55599085.13,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Maleek Berry,1219892,518000,17381801,"estimated: subscribers x 11.19 views/month (EST, calibrated)",54020,12808866,51235.46,69527.2,1296.48,15370.64,137429.78,55129956.25,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Omah Lay,1082058,482000,16173799,"estimated: subscribers x 11.19 views/month (EST, calibrated)",85188,11361609,45446.44,64695.2,2044.51,13633.93,125820.08,50472725.09,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Naira Marley,407797,682000,22884919,"estimated: subscribers x 11.19 views/month (EST, calibrated)",95924,4281868,17127.47,91539.68,2302.18,5138.24,116107.57,46576551.71,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Fireboy DML,899253,453000,15200687,"estimated: subscribers x 11.19 views/month (EST, calibrated)",145916,9442156,37768.63,60802.75,3501.98,11330.59,113403.95,45491994.54,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Timaya,397721,591000,19831360,"estimated: subscribers x 11.19 views/month (EST, calibrated)",25022,4176070,16704.28,79325.44,600.53,5011.28,101641.53,40773499.76,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Teni,602295,461000,15469132,"estimated: subscribers x 11.19 views/month (EST, calibrated)",113141,6324098,25296.39,61876.53,2715.38,7588.92,97477.22,39102986.8,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Joeboy,902350,229000,7684232,"estimated: subscribers x 11.19 views/month (EST, calibrated)",156319,9474675,37898.7,30736.93,3751.66,11369.61,83756.9,33599080.43,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,P-Square,575321,0,10621129,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",186865,6040870,24163.48,42484.52,4484.76,7249.04,78381.8,31442859.07,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Olakira,404235,380000,12751128,"estimated: subscribers x 11.19 views/month (EST, calibrated)",16282,4244468,16977.87,51004.51,390.77,5093.36,73466.51,29471090.49,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Falz,347166,334000,11207570,"estimated: subscribers x 11.19 views/month (EST, calibrated)",60630,3645243,14580.97,44830.28,1455.12,4374.29,65240.66,26171290.76,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Tekno,1152615,0,0,no YouTube presence observed,24663,12102458,48409.83,0.0,591.91,14522.95,63524.69,25482929.39,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Banky W.,132309,415000,13925574,"estimated: subscribers x 11.19 views/month (EST, calibrated)",8742,1389244,5556.98,55702.3,209.81,1667.09,63136.18,25327078.61,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,CKay,758363,147000,4932673,"estimated: subscribers x 11.19 views/month (EST, calibrated)",19580,7962812,31851.25,19730.69,469.92,9555.37,61607.23,24713740.31,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Reekado Banks,274773,326000,10939126,"estimated: subscribers x 11.19 views/month (EST, calibrated)",55579,2885116,11540.47,43756.5,1333.9,3462.14,60093.01,24106310.96,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Adekunle Gold,1056801,0,0,no YouTube presence observed,84475,11096410,44385.64,0.0,2027.4,13315.69,59728.73,23960180.04,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,2Baba,223509,291000,9764680,"estimated: subscribers x 11.19 views/month (EST, calibrated)",7373,2346844,9387.38,39058.72,176.95,2816.21,51439.26,20634859.15,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Tems,560186,136000,4563562,"estimated: subscribers x 11.19 views/month (EST, calibrated)",40886,5881953,23527.81,18254.25,981.26,7058.34,49821.66,19985958.91,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Chike,218145,250000,8388900,"estimated: subscribers x 11.19 views/month (EST, calibrated)",20435,2290522,9162.09,33555.6,490.44,2748.63,45956.76,18435554.27,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Fela Kuti,643905,0,949516,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",173912,6761002,27044.01,3798.06,4173.89,8113.2,43129.16,17301262.53,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Korede Bello,587681,0,2349697,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",21143,6170650,24682.6,9398.79,507.43,7404.78,41993.6,16845732.64,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Iyanya,104655,246000,8254678,"estimated: subscribers x 11.19 views/month (EST, calibrated)",20750,1098878,4395.51,33018.71,498.0,1318.65,39230.87,15737463.5,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,DJ Neptune,392781,101000,3389116,"estimated: subscribers x 11.19 views/month (EST, calibrated)",47208,4124200,16496.8,13556.46,1132.99,4949.04,36135.29,14495671.58,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Wande Coal,524445,0,1458363,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",49484,5506672,22026.69,5833.45,1187.62,6608.01,35655.77,14303312.14,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Simi,592568,0,0,no YouTube presence observed,106427,6221964,24887.86,0.0,2554.25,7466.36,34908.47,14003532.74,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Ice Prince,400125,85700,2875715,"estimated: subscribers x 11.19 views/month (EST, calibrated)",43559,4201312,16805.25,11502.86,1045.42,5041.57,34395.1,13797594.36,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Mayorkun,370050,79400,2664315,"estimated: subscribers x 11.19 views/month (EST, calibrated)",76589,3885525,15542.1,10657.26,1838.14,4662.63,32700.13,13117657.15,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Ycee,576955,0,0,no YouTube presence observed,10745,6058028,24232.11,0.0,257.88,7269.63,31759.62,12740371.56,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Niniola,336365,81000,2718004,"estimated: subscribers x 11.19 views/month (EST, calibrated)",4195,3531832,14127.33,10872.01,100.68,4238.2,29338.22,11769026.95,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Oxlade,411661,38100,1278468,"estimated: subscribers x 11.19 views/month (EST, calibrated)",24504,4322440,17289.76,5113.87,588.1,5186.93,28178.66,11303869.46,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Aṣa,196637,100000,3355560,"estimated: subscribers x 11.19 views/month (EST, calibrated)",115981,2064688,8258.75,13422.24,2783.54,2477.63,26942.16,10807847.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Amaarae,381380,29000,973112,"estimated: subscribers x 11.19 views/month (EST, calibrated)",2813,4004490,16017.96,3892.45,67.51,4805.39,24783.31,9941824.81,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Seyi Shay,138252,115000,3858894,"estimated: subscribers x 11.19 views/month (EST, calibrated)",7241,1451646,5806.58,15435.58,173.78,1741.98,23157.92,9289799.61,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Tay Iwar,417157,0,0,no YouTube presence observed,0,4380148,17520.59,0.0,0.0,5256.18,22776.77,9136901.29,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Zlatan,373122,0,0,no YouTube presence observed,77802,3917781,15671.12,0.0,1867.25,4701.34,22239.71,8921459.67,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Sarz,389031,0,0,no YouTube presence observed,28260,4084826,16339.3,0.0,678.24,4901.79,21919.33,8792939.23,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Ric Hassani,383745,0,0,no YouTube presence observed,4951,4029322,16117.29,0.0,118.82,4835.19,21071.3,8452751.99,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,BNXN,360218,8990,301665,"estimated: subscribers x 11.19 views/month (EST, calibrated)",0,3782289,15129.16,1206.66,0.0,4538.75,20874.57,8373833.76,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,D'banj,303181,0,772350,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",6845,3183400,12733.6,3089.4,164.28,3820.08,19807.36,7945722.46,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Odunsi (The Engine),354532,0,0,no YouTube presence observed,3967,3722586,14890.34,0.0,95.21,4467.1,19452.65,7803430.55,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,WurlD,273962,26500,889223,"estimated: subscribers x 11.19 views/month (EST, calibrated)",36093,2876601,11506.4,3556.89,866.23,3451.92,19381.44,7774864.66,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Cruel Santino,350547,0,0,no YouTube presence observed,1812,3680744,14722.97,0.0,43.49,4416.89,19183.35,7695400.85,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Peruzzi,331680,0,0,no YouTube presence observed,27785,3482640,13930.56,0.0,666.84,4179.17,18776.57,7532221.06,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,LADIPOE,324763,0,0,no YouTube presence observed,19184,3410012,13640.05,0.0,460.42,4092.01,18192.48,7297913.35,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Nonso Amadi,142616,73800,2476403,"estimated: subscribers x 11.19 views/month (EST, calibrated)",9127,1497468,5989.87,9905.61,219.05,1796.96,17911.49,7185194.21,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Bracket,311776,0,0,no YouTube presence observed,25398,3273648,13094.59,0.0,609.55,3928.38,17632.52,7073285.4,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Phyno,161103,0,2019102,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",29127,1691582,6766.33,8076.41,699.05,2029.9,17571.69,7048883.44,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Terri,158268,64500,2164336,"estimated: subscribers x 11.19 views/month (EST, calibrated)",3804,1661814,6647.26,8657.34,91.3,1994.18,17390.08,6976030.59,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Rude Boy,302122,0,0,no YouTube presence observed,1138,3172281,12689.12,0.0,27.31,3806.74,16523.17,6628269.65,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Boj,284588,0,0,no YouTube presence observed,5915,2988174,11952.7,0.0,141.96,3585.81,15680.47,6290220.54,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Ajebutter22,252447,0,0,no YouTube presence observed,4921,2650694,10602.77,0.0,118.1,3180.83,13901.7,5576666.96,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Mohbad,202444,0,0,no YouTube presence observed,10316,2125662,8502.65,0.0,247.58,2550.79,11301.02,4533404.17,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Reminisce,78088,47600,1597247,"estimated: subscribers x 11.19 views/month (EST, calibrated)",10704,819924,3279.7,6388.99,256.9,983.91,10909.5,4376345.92,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Bella Shmurda,181096,0,0,no YouTube presence observed,30132,1901508,7606.03,0.0,723.17,2281.81,10611.01,4256606.66,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Skiibii,190990,0,0,no YouTube presence observed,4140,2005395,8021.58,0.0,99.36,2406.47,10527.41,4223070.52,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Crayon,186827,0,0,no YouTube presence observed,885,1961684,7846.73,0.0,21.24,2354.02,10221.99,4100551.29,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Ayra Starr,170894,5390,180865,"estimated: subscribers x 11.19 views/month (EST, calibrated)",6483,1794387,7177.55,723.46,155.59,2153.26,10209.86,4095685.34,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Solidstar,46714,53500,1795225,"estimated: subscribers x 11.19 views/month (EST, calibrated)",1458,490497,1961.99,7180.9,34.99,588.6,9766.48,3917823.45,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Zinoleesky,172629,0,0,no YouTube presence observed,14054,1812604,7250.42,0.0,337.3,2175.13,9762.85,3916367.28,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Show Dem Camp,168016,0,0,no YouTube presence observed,6331,1764168,7056.67,0.0,151.94,2117.0,9325.61,3740968.45,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Ruger,159426,0,0,no YouTube presence observed,1706,1673973,6695.89,0.0,40.94,2008.77,8745.6,3508297.44,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
Q2_2021,Blaqbonez,151135,0,0,no YouTube presence observed,6257,1586918,6347.67,0.0,150.17,1904.3,8402.14,3370518.46,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,401.15,CBN annual average official rate 401.15 NGN/USD for 2021 (ASM)
