nmas_artist_id,artist_name,in_sample,region,state_area,chartmetric_id,soundcharts_uuid,soundcharts_name,match_confidence,in_daily_microdata
eben,Eben,N,,,,11e83fec-8e41-1b5e-aeed-a0369fe50396,EBEN,exact_ng,N
ebenezer-obey,Ebenezer Obey,Y,,,7794895,11e81bce-8c53-3da0-8b73-a0369fe50396,Ebenezer Obey,exact_ng,Y
ebuka-songs,Ebuka Songs,N,,,,af29d69f-738a-454a-aa83-77ebd0252d18,Ebuka Songs,exact_ng,N
echezonachukwu-nduka,Echezonachukwu Nduka,N,,,,a60ff66e-a573-4ea7-8845-d002ce54fec2,Echezonachukwu Nduka,exact_ng,N
ecool,Ecool,N,,,,91843f04-5475-11ea-a5f1-549f35161576,Ecool,exact_ng,N
eddy-wata,Eddy Wata,N,,,,11e81bcb-73b1-1554-a572-a0369fe50396,Eddy Wata,exact_ng,N
edoman,EdoMan,N,,,,2f9d4f4f-5810-4e7e-9af8-b31f116ef7fc,EdoMan,exact_ng,N
eeque,EeQue,N,,,,2565bbbe-cd9d-11e8-a52a-525400009efb,EeQue,exact_foreign,N
eedris-abdulkareem,Eedris Abdulkareem,N,,,,11e81bc9-a85c-34ca-aff2-a0369fe50396,Eedris Abdulkareem,exact_ng,N
efe-mac-roc,Efe Mac Roc,N,,,,,,unmatched,N
ego-ogbaro,Ego Ogbaro,N,,,,,,unmatched,N
ehis-d-greatest,Ehis D'Greatest,N,,,,,,unmatched,N
ejyk-nwamba,Ejyk Nwamba,N,,,,c7ee70bc-8bff-462b-baf6-97993ca41b20,Ejyk Nwamba,exact_ng,N
eldee,Eldee,Y,North,,543431,11e83fe0-90a8-92fc-8b81-aa1c026db3d8,eLDee,exact_ng,Y
elestee,Elestee,N,South,,,9a43c3b8-4c37-11e9-91cd-e4434b2a489b,ELESTEE,exact_foreign,N
ema-onigah,Ema Onigah,N,,,,cc067973-dd4f-457c-a1a8-c43ad48f3f46,Ema Onigah,exact_ng,N
emeka-nwokedi,Emeka Nwokedi,N,,,,,,unmatched,N
emma-nyra,Emma Nyra,N,,,,11e81bca-4620-8d5a-b6f2-a0369fe50396,Emma Nyra,exact_foreign,N
emmaomg,EmmaOMG,N,,,,11e83fec-5294-a9b8-a1e1-a0369fe50396,EmmaOMG,exact_ng,N
emmanuel-iren,Emmanuel Iren,N,,,,a7c41324-690f-4aec-8d18-70dc69209cac,Pastor Emmanuel Iren,ng_only,N
emmkoo,Emmkoo,N,South,,,a8ddbfba-757f-41de-840b-eba141d5a810,Emmkoo,exact_ng,N
emmy-gee,Emmy Gee,N,,,,11e83fdf-cba2-f0a6-8c56-a0369fe50396,Emmy Gee,exact_ng,N
erigga,Erigga,N,South,,,11e83fe3-6f12-9126-a1c8-a0369fe50396,Erigga,exact_ng,N
eskeez,Eskeez,N,,,,2bd04776-2ae5-4e6c-993f-2beee4dd763e,Eskeez,exact_no_country,N
eso-dike,Eso Dike,N,,,,4254bc5e-57b5-11ea-8bf1-549f35161576,Eso Dike,exact_foreign,N
eva-alordiah,Eva Alordiah,N,,,,11e81bd1-a257-e062-aa17-a0369fe50396,Eva Alordiah,exact_ng,N
evado,Evado,N,,,,5e114c75-16f2-4098-94bb-1397d53b3833,Evado,exact_ng,N
evi-edna-ogholi,Evi Edna Ogholi,N,,,,9d1de316-1267-11e9-a58b-549f35141000,Evi-Edna Ogholi,exact_ng,N
fola,FOLA,N,,,,93efb08e-c655-11e8-9244-549f35141000,Fola,exact_ng,N
falz,Falz,Y,South,Lagos,5416,11e83fe0-e52a-77fa-af82-aa1c026db3d8,Falz,exact_ng,Y
famous-pluto,Famous Pluto,N,South,,,e2fb95f3-c818-4226-b0bc-a99944a5ef8c,Famous Pluto,exact_ng,N
fatai-rolling-dollar,Fatai Rolling Dollar,N,,,,11e81bbc-fe56-6466-ac83-a0369fe50396,Fatai Rolling Dollar,exact_ng,N
fati-niger,Fati Niger,N,North,Niger,,ecde25ba-b7e8-4f99-a856-83efef3e8309,Fati Niger,exact_no_country,N
fave,Fave,N,,,,3242fdb0-c474-11e8-a035-525400009efb,Fave,exact_foreign,N
faze,Faze,N,,,,ca479122-83d0-11e9-9d6b-549f35161576,Faze,exact_ng,N
feezy,Feezy,N,North,,,9efd85ce-a1a7-436b-aa04-bc92536d7dbf,Feezy,exact_ng,N
feezy-northern,Feezy Northern,N,North,,,,,unmatched,N
fela-kuti,Fela Kuti,Y,,,1194,11e81bc7-c756-75e0-a28d-a0369fe50396,Fela Kuti,exact_ng,Y
fela-sowande,Fela Sowande,N,,,,11e8633d-566c-86ae-8e75-a0369fe50396,Fela Sowande,exact_no_country,N
femi-kuti,Femi Kuti,N,,,,11e81bbf-27ba-64cc-af50-a0369fe50396,Femi Kuti,exact_foreign,N
femi-leye,Femi Leye,N,,,,11e83fe5-c9ce-9392-bb80-a0369fe50396,Femi Leye,exact_ng,N
femi-temowo,Femi Temowo,N,,,,11e81bbb-1325-fb74-b884-a0369fe50396,Femi Temowo,exact_foreign,N
fidelis-uchenna-okoro,Fidelis Uchenna Okoro,N,,,,,,unmatched,N
fido,Fido,N,,,,cc36544c-c25f-11e8-a24b-525400009efb,Fido,exact_foreign,N
fiokee,Fiokee,N,,,,11e83fea-517d-0b58-8ca2-a0369fe50396,Fiokee,exact_ng,N
fior-de-bior,Fior de Bior,N,,,,,,unmatched,N
fireboy-dml,Fireboy DML,Y,South,Ogun,1359817,18505440-d214-11e8-bcf0-525400009efb,Fireboy Dml,exact_ng,Y
firstklaz,FirstKlaz,N,North,,,49f3d1db-4a14-4e94-bbd1-f213acc7e1a6,FirstKlaz,exact_ng,N
fisayo-ajisola,Fisayo Ajisola,N,,,,,,unmatched,N
fitzy-west,Fitzy West,N,,,,11b03d2a-858e-4e8d-8525-331e2dc9bd5a,Fitzy West,exact_ng,N
flavour,Flavour,Y,South,Anambra,56982,11e83fdf-c3b8-53ae-b7d1-aa1c026db3d8,Flavour,exact_ng,Y
flavour-n-abania,Flavour N'abania,Y,,,372062,11e81bbf-ed91-481e-a3ef-a0369fe50396,Flavour N'abania,exact_no_country,Y
flossing,Flossing,N,South,Delta,,0d5febe7-dbf3-4cc2-a637-769b4106a93b,Flossing,exact_foreign,N
folabi-nuel,Folabi Nuel,N,,,,11e83fed-3066-c1fe-bc1e-aa1c026db3d8,Folabi Nuel,exact_ng,N
frank-edwards,Frank Edwards,N,,,,11e81bc2-4d69-2d86-a520-a0369fe50396,Frank Edwards,exact_ng,N
funmi-aragbaye,Funmi Aragbaye,N,,,,,,unmatched,N
gmk,GMK,N,,,,887f2962-c378-11e8-8148-525400009efb,GMK,exact_ng,N
gabriel-afolayan,Gabriel Afolayan,N,,,,11e83fe6-2de0-edbc-aeb9-aa1c026db3d8,Gabriel Afolayan,exact_ng,N
gaise-baba,Gaise Baba,N,North,,,11e83fee-0550-3ce2-9eed-a0369fe50396,Gaise Baba,exact_ng,N
garzali-miko,Garzali Miko,N,,,,b9a3d020-1d61-4945-836f-69065002e040,Garzali Miko,exact_ng,N
general-hassan,General Hassan,N,North,Kano,,,,unmatched,N
general-pype,General Pype,N,,,,11e83fe0-2f19-7b5a-b73b-aa1c026db3d8,General Pype,exact_ng,N
ghost,Ghost,N,,,,11e81bd0-d0e0-6806-bc83-a0369fe50396,Ghost,exact_foreign,N
goldie-harvey,Goldie Harvey,N,,,,11e81bbe-7792-4772-baa7-a0369fe50396,Goldie Harvey,exact_no_country,N
gombe-boy,Gombe Boy,N,North,Gombe,,,,unmatched,N
goodgirl-la,GoodGirl LA,N,,,,7c5a441a-e8c0-11e8-b18b-00163ec5a2fb,GoodGirl LA,exact_ng,N
goya-menor,Goya Menor,N,South,Edo,,7006f564-d066-4069-ae22-c08c105cd32e,Goya Menor,exact_ng,N
greatman-takit,Greatman Takit,N,North,,,50135246-c1b3-4431-a5d1-b9a078ae8e87,Greatman Takit,exact_ng,N
guchi,Guchi,N,,,,5655852c-5e95-11e9-b00a-00163ec5a2fb,Guchi,exact_ng,N
hadiza-sani-goma,Hadiza Sani Goma,N,North,Kano,,,,unmatched,N
hamisu-breaker,Hamisu Breaker,N,North,Katsina,,2be36006-b8ec-11e8-95dd-525400009efb,Hamisu Breaker,exact_ng,N
hamisu-lamido,Hamisu Lamido,N,North,Kano,,,,unmatched,N
happi,Happi,N,,,,11e81bbf-c591-a7fa-bc88-a0369fe50396,Happi,exact_foreign,N
harrysong,HarrySong,Y,South,,268217,11e81bd2-6718-fb34-9bfb-a0369fe50396,Harrysong,exact_ng,Y
haruna-ishola,Haruna Ishola,N,,,,11e81bc9-cc58-7910-ae30-a0369fe50396,Haruna Ishola,exact_ng,N
haruna-ujiri,Haruna Ujiri,N,North,Borno,,,,unmatched,N
hauwa-yarfulani,Hauwa Yarfulani,N,,,,cf07c04d-e5d4-42c7-be74-93b9f0091bc1,Hauwa Yarfulani,exact_no_country,N
helen-parker-jayne-isibor,Helen Parker-Jayne Isibor,N,,,,,,unmatched,N
hotkeed,Hotkeed,N,,,,11e81bc2-b5d3-031a-a106-a0369fe50396,Hotkeed,exact_foreign,N
hotman,Hotman,N,,,,2e98aeac-20e1-4997-84f8-ce66937c66c2,Hotman,exact_no_country,N
hotman-fire,Hotman Fire,N,,,,,,unmatched,N
hotyce,Hotyce,N,,,,edadad70-b8f8-11e8-8c47-525400009efb,Hotyce,exact_ng,N
humblesmith,Humblesmith,N,,,,11e81bbd-e99f-cfc0-822a-a0369fe50396,Humblesmith,exact_ng,N
hurlarstringz,Hurlarstringz,N,,,,1e03b3e4-29be-4d6e-b8a8-48b3b8eb6578,Hurlarstringz,exact_no_country,N
hussaini-dankoton-kasa,Hussaini Dankoton Kasa,N,North,,,,,unmatched,N
hyce,Hyce,N,,,,9c4814d0-8f78-465a-9422-ef8c5ce3f764,Hyce,exact_ng,N
i-k-dairo,I.K. Dairo,N,,,,11e81bc0-0b3d-6ab4-ba96-a0369fe50396,I.K. Dairo,exact_no_country,N
ibrahim-disu,Ibrahim Disu,N,North,Katsina,,,,unmatched,N
ibrahim-na-habu,Ibrahim Na Habu,N,,,,,,unmatched,N
ibrahim-narambada,Ibrahim Narambada,N,,,,,,unmatched,N
ibrahim-sharif,Ibrahim Sharif,N,North,Kano,,,,unmatched,N
ice-prince,Ice Prince,Y,North,,4107,11e81bc7-f9e2-7824-a703-a0369fe50396,Ice Prince,exact_ng,Y
idahams,Idahams,N,,,,91a05a4c-b8f2-11e8-a4b5-525400009efb,Idahams,exact_ng,N
ifi-ude,Ifi Ude,N,,,,11e81bc2-a8a6-1ca4-a112-a0369fe50396,Ifi Ude,exact_foreign,N
ifé,Ifé,N,,,,e4a3a8b6-9015-11e9-983d-801844edfa71,IFE,exact_foreign,N
ikechukwu,Ikechukwu,N,,,,11e83fe3-dfc1-46c4-b8fc-aa1c026db3d8,Ikechukwu,exact_ng,N
illrymz,IllRymz,N,,,,ac490e9c-c960-11e8-bf2f-525400009efb,Illrymz,exact_ng,N
illbliss,Illbliss,Y,,,43445,11e83fe0-e3c9-5aa2-bb73-aa1c026db3d8,Illbliss,exact_ng,Y
isah-ayagi,Isah Ayagi,N,North,Katsina,,cc7babef-27b9-4992-9233-1c1514cd5297,Isah Ayagi,exact_ng,N
iseoluwa-abidemi,Iseoluwa Abidemi,N,,,,e0439de0-e14a-11e9-bc9c-549f35141000,Iseoluwa Abidemi,exact_no_country,N
ishaq-auta,Ishaq Auta,N,North,Kano,,,,unmatched,N
ishaq-dan-isa,Ishaq Dan Isa,N,North,Sokoto,,,,unmatched,N
israel-njemanze,Israel Njemanze,N,,,,,,unmatched,N
iyanya,Iyanya,Y,,,211380,11e81bc8-110a-24b6-9b11-a0369fe50396,Iyanya,exact_ng,Y
j-martins,J. Martins,N,,,,11e81bc3-e140-bbcc-9957-a0369fe50396,J. Martins,exact_ng,N
jjc-skillz,JJC Skillz,N,,,,de846278-7424-4822-86c9-d30602957b18,jjc skillz,exact_no_country,N
jnr-elder,JNR ELDER,N,,,,f233467c-5282-46a1-bf71-03f5a749f365,JNR ELDER,exact_ng,N
jahdiel,Jahdiel,N,,,,f6fef96a-b8f8-11e8-a523-525400009efb,Jahdiel,exact_ng,N
james-chike-nwankwo,James Chike Nwankwo,N,,,,,,unmatched,N
jamopyper,Jamopyper,N,,,,75f8df40-a928-11e9-af77-549f35161576,jamopyper,exact_ng,N
jasën-blu,Jasën Blu,N,,,,7d38d11f-0b6c-444e-a532-1538f6b29079,Jasën Blu,exact_ng,N
jaysynths,JaySynths,N,,,,0f1c4bac-c8fc-42e8-abed-757ca32f4993,Jaysynths,exact_ng,N
jaywon,Jaywon,N,,,,11e83fe1-0b54-daf6-950a-aa1c026db3d8,Jaywon,exact_ng,N
jeremiah-gyang,Jeremiah Gyang,N,,,,11e81bcc-6ede-aff4-a7a8-a0369fe50396,Jeremiah Gyang,exact_ng,N
jesse-jagz,Jesse Jagz,Y,North,,194174,11e81bc8-c2ab-e77c-873e-a0369fe50396,Jesse Jagz,exact_ng,Y
jesse-king,Jesse King,N,,,,11e81bc2-1616-a174-997c-a0369fe50396,Jesse King,exact_ng,N
jigsaw,Jigsaw,N,North,Kano,,d4e63b27-d685-43b8-a37e-cccc6be5ba34,Jigsaw,exact_foreign,N
jinmi-abduls,Jinmi Abduls,N,,,,11e83fea-acc7-5ee6-9153-aa1c026db3d8,Jinmi Abduls,exact_ng,N
joblaq,JoBlaq,N,South,,,edd9ef5f-3969-4061-9c37-c0ccc6e4e0e7,JoBlaq,exact_ng,N
joe-el,Joe El,N,,,,63009df2-7b6b-4136-b559-f39ff7ffcd1a,Joe El,exact_ng,N
joe-praize,Joe Praize,N,,,,11e83fe9-7283-6c9e-8423-aa1c026db3d8,Joe Praize,exact_no_country,N
joeboy,Joeboy,Y,South,Edo,1141538,e344e41a-d8e3-11e8-bc95-549f35161576,Joeboy,exact_ng,Y
john-okafor,John Okafor,N,,,,d2907c25-fd42-4aaf-9e6d-0879e10b8da0,John Okafor,exact_no_country,N
johnny-crown,Johnny Crown,N,,,,11e83fec-f89b-befa-b94f-aa1c026db3d8,Johnny crown,exact_foreign,N
johnny-drille,Johnny Drille,Y,South,,521793,11e83fe6-226c-8e46-bf3a-aa1c026db3d8,Johnny Drille,exact_ng,Y
joseph-adebayo-adelakun,Joseph Adebayo Adelakun,N,,,,,,unmatched,N
joseph-omotoye,Joseph Omotoye,N,,,,,,unmatched,N
josiah-jachimike-okonkwo,Josiah Jachimike Okonkwo,N,,,,,,unmatched,N
josiah-ransome-kuti,Josiah Ransome-Kuti,N,,,,8d455b02-c5f7-11e8-bd3d-549f35141000,Josiah Ransome-Kuti,exact_ng,N
judikay,Judikay,N,,,,7fdf5288-432e-11e9-a98c-00163ec5a2fb,Judikay,exact_ng,N
jumabee,Jumabee,N,,,,11e81bc3-6482-db4c-b6cb-a0369fe50396,Jumabee,exact_ng,N
juno,Juno,N,South,,,0cc62e15-e80e-4bdf-add4-0f92c53560c4,Juno,exact_ng,N
justina-lee-brown,Justina Lee Brown,N,,,,11e81bc8-db7f-700c-9898-a0369fe50396,Justina Lee Brown,exact_foreign,N
k1-de-ultimate,K1 De Ultimate,N,South,Lagos,,11e83fe1-bf74-910c-9554-aa1c026db3d8,K1 De Ultimate,exact_ng,N
kc-presh,KC Presh,N,,,,11e83fe4-f40f-eeae-a5e1-a0369fe50396,Kc Presh,exact_no_country,N
kddo,KDDO,N,,,,bafc2af5-cee0-43d8-b180-7574949f1335,KDDO,exact_ng,N
kwam-1,KWAM 1,N,,,,11e83fe0-3dd0-723e-9d72-aa1c026db3d8,Kwam 1,exact_no_country,N
kabaka,Kabaka,N,,,,53077d4a-d103-4060-bac3-e1102713e065,Kabaka,exact_no_country,N
kawu-dan-sarki,Kawu Dan Sarki,N,North,Kano,,00351778-cf9c-45ec-9e5c-0a8c8dd715b0,Kawu Dan Sarki,exact_ng,N
kayarchonn,KayArchonn,N,,,,8d21b387-5d48-4c59-a3f5-780dfd1f7a75,KayArchonn,exact_foreign,N
kcee,Kcee,N,South,Anambra,,11e83fe0-4b98-1ffc-848c-aa1c026db3d8,KCee,exact_ng,N
kefee,Kefee,N,,,,11e83fe1-8486-e2de-9813-aa1c026db3d8,Kefee,exact_no_country,N
kel-p,Kel-P,N,,,,fd96d4c0-17fa-11ea-b52d-e4434b2a4898,Kel-P,exact_ng,N
kelly-handsome,Kelly Handsome,N,,,,11e83fe4-57d9-5f48-b7eb-aa1c026db3d8,Kelly Handsome,exact_no_country,N
kemena,Kemena,N,,,,3275117f-1ede-46ec-91a7-18910df4e730,Kemena,exact_ng,N
kendickson,Kendickson,N,,,,f39f7ebe-b8f5-11e8-8d7c-525400009efb,Kendickson,exact_ng,N
kenny-k-ore,Kenny K'ore,N,,,,e1b30c7e-c49f-11e8-8955-525400009efb,Kenny K'Ore,exact_ng,N
kenny-ogungbe,Kenny Ogungbe,N,,,,6e484dc2-d9fb-11e9-92d2-801844ee83a6,Kenny Ogungbe,exact_no_country,N
ketchup,Ketchup,N,,,,11e81bcb-6469-a674-8a0e-a0369fe50396,Ketchup,exact_ng,N
kfmd,Kfmd,N,,,,befb7c02-2575-4cfc-a317-18578863a2fa,KFMD,exact_ng,N
khaid,Khaid,Y,South,,8358898,f24b2fd8-a778-47aa-a656-a3e9dd2daa6a,Khaid,exact_ng,Y
khalifa-isma-il,Khalifa Isma’il,N,North,Kano,,,,unmatched,N
khalifa-sk-dorai,Khalifa SK Dorai,N,,,,,,unmatched,N
kheengz,Kheengz,N,,,,11e83fee-2b62-686a-8145-a0369fe50396,Kheengz,exact_ng,N
kibilou,Kibilou,N,,,,7cc274b0-13af-4539-be2e-861940b209b6,Kobilou,ng_only,N
kida-kudz,Kida Kudz,N,,,,11e83fe1-9d19-f8a4-9030-aa1c026db3d8,Kida Kudz,exact_foreign,N
kidd-carder,Kidd Carder,N,,,,5152458c-1e56-485a-a6c4-6c2fd985e974,Kidd Carder,exact_ng,N
killertunes,Killertunes,N,,,,6f83055e-fc04-11e8-9933-549f35161576,Killertunes,exact_ng,N
king-perryy,King Perryy,N,,,,38cf4ca4-b8f5-11e8-b59d-525400009efb,King Perryy,exact_ng,N
king-steve-benjamin,King Steve Benjamin,N,,,,ac363ed0-dbe3-4386-867e-c3fc804464b2,King Steve Benjamin,exact_ng,N
king-sunny-ade,King Sunny Ade,Y,,,47108,11e81bd3-3141-7c42-be28-a0369fe50396,King Sunny Ade,exact_ng,Y
king-wadada,King Wadada,N,,,,5685cb32-5eab-4f87-a7db-1656c6dcb075,King Wadada,exact_ng,N
kizz-daniel,Kizz Daniel,Y,South,Ogun,1033822,0c223d4e-f72d-11e8-aee9-549f35141000,Kizz Daniel,exact_ng,Y
koker,Koker,N,,,,11e83fe5-f36c-c156-b965-aa1c026db3d8,Koker,exact_ng,N
kokoro,Kokoro,N,,,,11e81bca-3d24-964c-a703-a0369fe50396,Kokoro,exact_foreign,N
kola-ogunkoya,Kola Ogunkoya,N,,,,11e83fe7-2653-7a3c-bca0-aa1c026db3d8,Kola Ogunkoya,exact_foreign,N
kolade-dominate,Kolade Dominate,N,,,,,,unmatched,N
kollington-ayinla,Kollington Ayinla,N,,,,11e81bc9-9d37-35f4-86f2-a0369fe50396,Kollington Ayinla,exact_no_country,N
korede-bello,Korede Bello,Y,,,161462,11e81bbf-fd1a-43d0-8484-a0369fe50396,Korede Bello,exact_ng,Y
krexx-nv,Krexx Nv,N,,,,318b892c-dc77-4ce1-b811-ae84d6bcb3da,Krexx Nv,exact_ng,N
kunle-ajayi,Kunle Ajayi,N,,,,ae7edca2-87bd-11e9-9a0e-801844edfa71,Kunle Ajayi,exact_no_country,N
kunmie,Kunmie,N,,,,8650eed1-f56c-4029-9ee0-7213c48a2a30,Kunmie,exact_ng,N
kvng-vinci,Kvng Vinci,N,,,,78b54f02-f1d2-4da1-9475-26433a20632f,Kvng Vinci,exact_foreign,N
l-a-x,L.A.X,N,South,Lagos,,11e81bbd-8381-80b2-9a81-a0369fe50396,L.A.X,exact_ng,N
ladipoe,LADIPOE,Y,South,Lagos,747150,11e83fed-0195-65ce-9525-aa1c026db3d8,LADIPOE,exact_ng,Y
lkt,LKT,N,,,,11e83fe7-0693-da84-8fe0-aa1c026db3d8,LKT,exact_ng,N
lado-ahmad,Lado Ahmad,N,North,Kaduna,,,,unmatched,N
lady-donli,Lady Donli,Y,,,629778,11e83fe6-189b-4d30-b6d4-aa1c026db3d8,Lady Donli,exact_ng,Y
lagbaja,Lagbaja,Y,,,112315,11e81bc7-e1cf-6d28-8888-a0369fe50396,Lagbaja,exact_ng,Y
laolu-akins,Laolu Akins,N,,,,,,unmatched,N
lara-george,Lara George,N,,,,11e83fe1-62bf-8886-89da-aa1c026db3d8,Lara George,exact_ng,N
larry-gaaga,Larry Gaaga,N,,,,11e83fee-2e8c-f352-ac1b-aa1c026db3d8,Larry Gaaga,exact_ng,N
lawrence-oyor,Lawrence Oyor,N,,,,9edbe9a8-4060-4624-99f9-1bbf7b5d92f9,Lawrence Oyor,exact_ng,N
laycon,Laycon,N,,,,902044d0-8e3d-44c9-9851-5c91aec4e9f7,LAYCON,exact_ng,N
lekaa-beats,Lekaa Beats,N,,,,11e83fee-74a2-b156-8cbb-aa1c026db3d8,Lekaa Beats,exact_foreign,N
lemmy-jackson,Lemmy Jackson,N,,,,2d883401-4317-44dc-b24e-d47e8278868f,Lemmy Jackson,exact_foreign,N
libianca,Libianca,Y,,,3976019,8ac4922c-c67c-11e9-8c7b-e4434b16cb7a,Libianca,exact_foreign,Y
lifesize-teddy,Lifesize Teddy,N,,,,b50e9619-c8ce-4b8c-87e7-a752730822f7,Lifesize Teddy,exact_foreign,N
lijadu-sisters,Lijadu Sisters,N,,,,11e81bd3-3401-3ca6-a92e-a0369fe50396,The Lijadu Sisters,ng_only,N
lil-kesh,Lil Kesh,Y,,,5380,11e81bcd-5d1d-0f44-ae3c-a0369fe50396,Lil Kesh,exact_ng,Y
lilin-baba,Lilin Baba,N,North,Kaduna,,d0b47d26-f272-4ce8-b0c3-347ce41f7397,Lilin Baba,exact_ng,N
limoblaze,Limoblaze,N,,,,11e83fec-7a65-1f04-a66d-a0369fe50396,Limoblaze,exact_ng,N
lincoln,Lincoln,N,,,,11e83fe8-8dda-08b4-84e1-a0369fe50396,Lincoln,exact_foreign,N
lindsey-abudei,Lindsey Abudei,N,,,,11e81bd1-6306-6276-af77-a0369fe50396,Lindsey Abudei,exact_ng,N
little-simz,Little Simz,N,,,,11e81bd2-2858-90e4-a035-a0369fe50396,Little Simz,exact_foreign,N
liya,Liya,N,,,,265cfd2e-64f7-11e9-aeef-e4434b16cb7a,Liya,exact_ng,N
llona,Llona,N,South,,,b3917c57-f141-45b4-ae28-02417e67b5d7,Llona,exact_ng,N
lojay,Lojay,Y,South,Lagos,1407482,f8eb637c-c211-11e8-b77a-525400009efb,Lojay,exact_ng,Y
lola-rae,Lola Rae,N,,,,11e81bc3-115b-a03e-a29b-a0369fe50396,Lola Rae,exact_ng,N
london,London,N,,,,b8c3d1d9-1009-4245-a23e-4c0ae21c14dd,London,exact_no_country,N
loose-kaynon,Loose Kaynon,N,,,,11e83fe6-6900-26f6-abf5-a0369fe50396,Loose Kaynon,exact_ng,N
lord-of-ajasa,Lord of Ajasa,N,,,,11e83fe1-9487-a772-9358-a0369fe50396,Lord of Ajasa,exact_ng,N
louddaaa,Louddaaa,N,,,,df38e5f2-c0d8-4777-b6c5-1ac00868de55,Louddaaa,exact_ng,N
lyta,Lyta,Y,,,883219,11e81bbb-6acc-51ca-92f0-a0369fe50396,Lyta,exact_ng,Y
m-trill,M Trill,N,,,,c0178aa6-2468-4b86-bd55-950d20ee73c0,M-Trill,exact_ng,N
m-i,M.I,N,,,,11e81bd3-0abb-f8fe-8f2e-a0369fe50396,M.I,exact_foreign,N
m-i-abaga,M.I. Abaga,Y,South,Plateau,57275,11e83fe1-56b0-dffe-9f76-a0369fe50396,M.I. Abaga,exact_ng,Y
mc-galaxy,MC Galaxy,N,South,,,11e81bd2-be0d-ebe8-901d-a0369fe50396,MC Galaxy,exact_ng,N
mcskill-thapreacha,MCskill ThaPreacha,N,,,,11e81bc4-16a6-b00a-9cfe-a0369fe50396,MCskill ThaPreacha,exact_ng,N
made-kuti,Made Kuti,N,,,,cc3bb373-5ea1-45b8-9a0b-ae1c116c7ffa,Mádé Kuti,exact_ng,N
magixx,Magixx,Y,,,3385702,414cd652-df48-11e8-9171-525400009efb,Magixx,exact_ng,Y
magníto,Magníto,N,South,Lagos,,11e83fe5-40d5-365e-8e7c-aa1c026db3d8,Magnito,exact_no_country,N
maintain,Maintain,N,,,,c4735108-b15b-4bd1-afd7-469273cc813f,Maintain,exact_foreign,N
mairo-ese,Mairo Ese,N,,,,11e83fe5-ac5b-96ac-80c6-a0369fe50396,Mairo Ese,exact_ng,N
majeeed,Majeeed,N,,,,3ef4c0fa-ff9e-11e9-9c3e-801844edfa71,Majeeed,exact_foreign,N
majek-fashek,Majek Fashek,N,,,,11e81bd3-37e3-5b42-b32a-a0369fe50396,Majek Fashek,exact_ng,N
makayla-malaka,Makayla Malaka,N,,,,f451e027-55cf-4030-b0e2-e83b6efd3f4a,Makayla Malaka,exact_ng,N
malam-maidoki,Malam Maidoki,N,North,,,,,unmatched,N
malam-mamman-barkah,Malam Mamman Barkah,N,,,,,,unmatched,N
maleek-berry,Maleek Berry,Y,,,5370,11e81bcc-e0c6-1ac6-8e28-a0369fe50396,Maleek Berry,exact_foreign,Y
mamman-shata,Mamman Shata,N,,,,4c3216a0-b6c9-11e9-ab9c-549f35141000,Mamman Shata,exact_no_country,N
mandy-thunder,Mandy Thunder,N,,,,,,unmatched,N
mannywellz,Mannywellz,Y,,,260858,11e81bc8-963c-aa3c-ae8c-a0369fe50396,Mannywellz,exact_foreign,Y
marenikae,Marenikae,N,,,,b8123cd4-b34f-11e8-8a2e-525400009efb,Marenikae,exact_ng,N
marvy,Marvy,N,,,,80534b9b-3e74-4ca4-a9e8-085e4b89921c,Marvy,exact_foreign,N
maryam-a-usman,Maryam A. Usman,N,North,Kaduna,,,,unmatched,N
maryam-booth,Maryam Booth,N,,,,7fd7b66d-428c-47af-87d4-005b88ccd004,Maryam Booth,exact_no_country,N
maryam-fantimoti,Maryam Fantimoti,N,North,Northern Nigeria,,19293926-e037-45c6-b491-55db62b81229,Maryam Fantimoti,exact_no_country,N
maryam-yahaya,Maryam Yahaya,N,,,,,,unmatched,N
masterkraft,Masterkraft,N,,,,cdef2088-b8ce-11e8-b94f-525400009efb,Masterkraft,exact_ng,N
maud-meyer,Maud Meyer,N,,,,,,unmatched,N
mavo,Mavo,N,South,,,2db8cdd8-51bf-4f58-b4ff-8990290cb149,Mavo,exact_foreign,N
may-d,May D,N,South,Ogun,,11e83fe0-4951-99d0-b26a-aa1c026db3d8,May D,exact_ng,N
may7ven,May7ven,N,,,,11e83fe1-b044-1f04-b54b-a0369fe50396,May7ven,exact_foreign,N
mayorkun,Mayorkun,Y,South,Lagos,261082,11e83fe7-2879-668c-bd4f-aa1c026db3d8,Mayorkun,exact_ng,Y
mega-99,Mega 99,N,,,,11e83fee-e8bb-9576-b788-aa1c026db3d8,Mega 99,exact_ng,N
mercy-chinwo,Mercy Chinwo,N,,,,11e83fed-ef07-728e-ac9c-aa1c026db3d8,Mercy Chinwo,exact_ng,N
michael-ekeghasi,Michael Ekeghasi,N,,,,7b2617d1-84de-4dd4-b30b-aab24c0fc712,Michael Ekeghasi,exact_no_country,N
midnight-crew,Midnight Crew,N,,,,11e83fe2-a3ae-c7ac-b185-a0369fe50396,Midnight Crew,exact_ng,N
mike-abdul,Mike Abdul,N,,,,11e83fe2-6a71-51c6-a8e0-aa1c026db3d8,Mike Abdul,exact_ng,N
