period_label,variable_name,provider,observations
Q2_2021,Spotify_monthly_listeners_daily,soundcharts,23437
Q2_2021,Spotify_popularity_daily,soundcharts,9104
Q2_2021,Spotify_total_listeners_daily,soundcharts,7794
Q2_2021,TikTok_domestic_followers_daily,soundcharts,32
Q2_2021,TikTok_total_followers_daily,soundcharts,32
Q2_2021,Twitter_followers_daily,soundcharts,20130
Q2_2021,YouTube_domestic_followers_daily,soundcharts,99
Q2_2021,YouTube_domestic_listeners_daily,soundcharts,2577
Q2_2021,YouTube_listeners_daily,soundcharts,3221
Q2_2021,YouTube_subscribers_daily,soundcharts,13173
Q2_2021,YouTube_total_followers_daily,soundcharts,108
Q2_2021,YouTube_total_listeners_daily,soundcharts,2858
Q2_2022,Deezer_fans_daily,soundcharts,51743
Q2_2022,Facebook_followers_daily,soundcharts,9831
Q2_2022,Instagram_domestic_followers_daily,soundcharts,273
Q2_2022,Instagram_followers_daily,soundcharts,11340
Q2_2022,Instagram_total_followers_daily,soundcharts,281
Q2_2022,Playlist_Amazon_Music_count_daily,soundcharts,1447
Q2_2022,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1447
Q2_2022,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1447
Q2_2022,Playlist_Amazon_Music_reach_daily,soundcharts,1447
Q2_2022,Playlist_Apple_Music_count_daily,soundcharts,3618
Q2_2022,Playlist_Apple_Music_editorial_count_daily,soundcharts,3618
Q2_2022,Playlist_Apple_Music_editorial_reach_daily,soundcharts,3618
Q2_2022,Playlist_Apple_Music_reach_daily,soundcharts,3618
Q2_2022,Playlist_Deezer_count_daily,soundcharts,3007
Q2_2022,Playlist_Deezer_editorial_count_daily,soundcharts,3007
Q2_2022,Playlist_Deezer_editorial_reach_daily,soundcharts,3007
Q2_2022,Playlist_Deezer_reach_daily,soundcharts,3007
Q2_2022,Playlist_YouTube_count_daily,soundcharts,1058
Q2_2022,Playlist_YouTube_editorial_count_daily,soundcharts,1058
Q2_2022,Playlist_YouTube_editorial_reach_daily,soundcharts,1058
Q2_2022,Playlist_YouTube_reach_daily,soundcharts,1058
Q2_2022,Playlist_count_daily,soundcharts,7328
Q2_2022,Playlist_editorial_count_daily,soundcharts,7328
Q2_2022,Playlist_editorial_reach_daily,soundcharts,7328
Q2_2022,Playlist_reach_daily,soundcharts,7328
Q2_2022,Radio_spins_daily_NG,soundcharts,14075
Q2_2022,Soundcloud_followers_daily,soundcharts,19789
Q2_2022,Spotify_domestic_listeners_daily,soundcharts,6645
Q2_2022,Spotify_followers_daily,soundcharts,54879
Q2_2022,Spotify_monthly_listeners_daily,soundcharts,51976
Q2_2022,Spotify_popularity_daily,soundcharts,49351
Q2_2022,Spotify_total_listeners_daily,soundcharts,7535
Q2_2022,TikTok_domestic_followers_daily,soundcharts,52
Q2_2022,TikTok_total_followers_daily,soundcharts,55
Q2_2022,Twitter_followers_daily,soundcharts,25416
Q2_2022,YouTube_channel_views_daily,soundcharts,20664
Q2_2022,YouTube_domestic_followers_daily,soundcharts,192
Q2_2022,YouTube_domestic_listeners_daily,soundcharts,2594
Q2_2022,YouTube_listeners_daily,soundcharts,2991
Q2_2022,YouTube_subscribers_daily,soundcharts,20664
Q2_2022,YouTube_total_followers_daily,soundcharts,214
Q2_2022,YouTube_total_listeners_daily,soundcharts,2990
Q2_2023,Boomplay_followers_daily,soundcharts,28520
Q2_2023,Deezer_fans_daily,soundcharts,52214
Q2_2023,Facebook_followers_daily,soundcharts,6381
Q2_2023,Genius_followers_daily,soundcharts,5763
Q2_2023,Instagram_domestic_followers_daily,soundcharts,385
Q2_2023,Instagram_followers_daily,soundcharts,14517
Q2_2023,Instagram_total_followers_daily,soundcharts,394
Q2_2023,Playlist_Amazon_Music_count_daily,soundcharts,1754
Q2_2023,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1754
Q2_2023,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1754
Q2_2023,Playlist_Amazon_Music_reach_daily,soundcharts,1754
Q2_2023,Playlist_Apple_Music_count_daily,soundcharts,4186
Q2_2023,Playlist_Apple_Music_editorial_count_daily,soundcharts,4186
Q2_2023,Playlist_Apple_Music_editorial_reach_daily,soundcharts,4186
Q2_2023,Playlist_Apple_Music_reach_daily,soundcharts,4186
Q2_2023,Playlist_Deezer_count_daily,soundcharts,3214
Q2_2023,Playlist_Deezer_editorial_count_daily,soundcharts,3214
Q2_2023,Playlist_Deezer_editorial_reach_daily,soundcharts,3214
Q2_2023,Playlist_Deezer_reach_daily,soundcharts,3214
Q2_2023,Playlist_YouTube_count_daily,soundcharts,2539
Q2_2023,Playlist_YouTube_editorial_count_daily,soundcharts,2539
Q2_2023,Playlist_YouTube_editorial_reach_daily,soundcharts,2539
Q2_2023,Playlist_YouTube_reach_daily,soundcharts,2539
Q2_2023,Playlist_count_daily,soundcharts,7969
Q2_2023,Playlist_editorial_count_daily,soundcharts,7969
Q2_2023,Playlist_editorial_reach_daily,soundcharts,7969
Q2_2023,Playlist_reach_daily,soundcharts,7969
Q2_2023,Radio_spins_daily_NG,soundcharts,15387
Q2_2023,Soundcloud_followers_daily,soundcharts,20594
Q2_2023,Spotify_domestic_listeners_daily,soundcharts,7510
Q2_2023,Spotify_followers_daily,soundcharts,57460
Q2_2023,Spotify_monthly_listeners_daily,soundcharts,51974
Q2_2023,Spotify_popularity_daily,soundcharts,47623
Q2_2023,Spotify_total_listeners_daily,soundcharts,8223
Q2_2023,TikTok_domestic_followers_daily,soundcharts,105
Q2_2023,TikTok_followers_daily,soundcharts,3882
Q2_2023,TikTok_likes_daily,soundcharts,4023
Q2_2023,TikTok_total_followers_daily,soundcharts,111
Q2_2023,Twitter_followers_daily,soundcharts,28386
Q2_2023,YouTube_channel_views_daily,soundcharts,22623
Q2_2023,YouTube_domestic_followers_daily,soundcharts,284
Q2_2023,YouTube_domestic_listeners_daily,soundcharts,3363
Q2_2023,YouTube_listeners_daily,soundcharts,3636
Q2_2023,YouTube_subscribers_daily,soundcharts,22623
Q2_2023,YouTube_total_followers_daily,soundcharts,301
Q2_2023,YouTube_total_listeners_daily,soundcharts,3606
Q2_2024,Amazon_Music_followers_daily,soundcharts,765
Q2_2024,Audiomack_followers_daily,soundcharts,5437
Q2_2024,Audiomack_listeners_daily,soundcharts,13278
Q2_2024,Bandsintown_followers_daily,chartmetric,1641
Q2_2024,Bandsintown_followers_daily,soundcharts,4501
Q2_2024,Boomplay_followers_daily,soundcharts,10541
Q2_2024,Deezer_fans_daily,soundcharts,27930
Q2_2024,Facebook_followers_daily,soundcharts,10275
Q2_2024,Genius_followers_daily,soundcharts,1615
Q2_2024,Instagram_domestic_followers_daily,soundcharts,452
Q2_2024,Instagram_followers_daily,chartmetric,4124
Q2_2024,Instagram_followers_daily,soundcharts,14939
Q2_2024,Instagram_total_followers_daily,soundcharts,461
Q2_2024,Playlist_Amazon_Music_count_daily,soundcharts,2133
Q2_2024,Playlist_Amazon_Music_editorial_count_daily,soundcharts,2133
Q2_2024,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,2133
Q2_2024,Playlist_Amazon_Music_reach_daily,soundcharts,2133
Q2_2024,Playlist_Apple_Music_count_daily,soundcharts,5556
Q2_2024,Playlist_Apple_Music_editorial_count_daily,soundcharts,5556
Q2_2024,Playlist_Apple_Music_editorial_reach_daily,soundcharts,5556
Q2_2024,Playlist_Apple_Music_reach_daily,soundcharts,5556
Q2_2024,Playlist_Deezer_count_daily,soundcharts,3486
Q2_2024,Playlist_Deezer_editorial_count_daily,soundcharts,3486
Q2_2024,Playlist_Deezer_editorial_reach_daily,soundcharts,3486
Q2_2024,Playlist_Deezer_reach_daily,soundcharts,3486
Q2_2024,Playlist_YouTube_count_daily,soundcharts,2893
Q2_2024,Playlist_YouTube_editorial_count_daily,soundcharts,2893
Q2_2024,Playlist_YouTube_editorial_reach_daily,soundcharts,2893
Q2_2024,Playlist_YouTube_reach_daily,soundcharts,2893
Q2_2024,Playlist_count_daily,soundcharts,8463
Q2_2024,Playlist_editorial_count_daily,soundcharts,8463
Q2_2024,Playlist_editorial_reach_daily,soundcharts,8463
Q2_2024,Playlist_reach_daily,soundcharts,8463
Q2_2024,Radio_spins_daily_NG,soundcharts,16764
Q2_2024,Soundcloud_followers_daily,chartmetric,2536
Q2_2024,Soundcloud_followers_daily,soundcharts,4379
Q2_2024,Spotify_domestic_listeners_daily,soundcharts,7825
Q2_2024,Spotify_followers_daily,chartmetric,4732
Q2_2024,Spotify_followers_daily,soundcharts,34109
Q2_2024,Spotify_monthly_listeners_daily,chartmetric,5642
Q2_2024,Spotify_monthly_listeners_daily,soundcharts,53675
Q2_2024,Spotify_popularity_daily,soundcharts,55007
Q2_2024,Spotify_total_listeners_daily,soundcharts,8445
Q2_2024,TikTok_domestic_followers_daily,soundcharts,161
Q2_2024,TikTok_followers_daily,chartmetric,2117
Q2_2024,TikTok_followers_daily,soundcharts,6011
Q2_2024,TikTok_likes_daily,chartmetric,2471
Q2_2024,TikTok_likes_daily,soundcharts,360
Q2_2024,TikTok_total_followers_daily,soundcharts,167
Q2_2024,Twitter_followers_daily,chartmetric,1741
Q2_2024,Twitter_followers_daily,soundcharts,13705
Q2_2024,Wikipedia_views_daily,chartmetric,3849
Q2_2024,YouTube_channel_views_daily,soundcharts,16308
Q2_2024,YouTube_domestic_followers_daily,soundcharts,327
Q2_2024,YouTube_domestic_listeners_daily,soundcharts,8186
Q2_2024,YouTube_listeners_daily,soundcharts,9022
Q2_2024,YouTube_subscribers_daily,chartmetric,4354
Q2_2024,YouTube_subscribers_daily,soundcharts,14552
Q2_2024,YouTube_total_followers_daily,soundcharts,345
Q2_2024,YouTube_total_listeners_daily,soundcharts,8930
Q2_2025,Amazon_Music_followers_daily,soundcharts,7120
Q2_2025,Audiomack_followers_daily,soundcharts,18666
Q2_2025,Audiomack_listeners_daily,soundcharts,28276
Q2_2025,Bandsintown_followers_daily,chartmetric,1762
Q2_2025,Bandsintown_followers_daily,soundcharts,5827
Q2_2025,Boomplay_followers_daily,soundcharts,9839
Q2_2025,Deezer_fans_daily,chartmetric,6220
Q2_2025,Deezer_fans_daily,soundcharts,12731
Q2_2025,Facebook_followers_daily,chartmetric,2167
Q2_2025,Facebook_followers_daily,soundcharts,11770
Q2_2025,Facebook_likes_daily,chartmetric,2167
Q2_2025,Facebook_talks_daily,chartmetric,2167
Q2_2025,Genius_followers_daily,soundcharts,1570
Q2_2025,Instagram_domestic_followers_daily,soundcharts,565
Q2_2025,Instagram_followers_daily,chartmetric,8849
Q2_2025,Instagram_followers_daily,soundcharts,27070
Q2_2025,Instagram_total_followers_daily,soundcharts,573
Q2_2025,Playlist_Amazon_Music_count_daily,soundcharts,2316
Q2_2025,Playlist_Amazon_Music_editorial_count_daily,soundcharts,2316
Q2_2025,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,2316
Q2_2025,Playlist_Amazon_Music_reach_daily,soundcharts,2316
Q2_2025,Playlist_Apple_Music_count_daily,soundcharts,5917
Q2_2025,Playlist_Apple_Music_editorial_count_daily,soundcharts,5917
Q2_2025,Playlist_Apple_Music_editorial_reach_daily,soundcharts,5917
Q2_2025,Playlist_Apple_Music_reach_daily,soundcharts,5917
Q2_2025,Playlist_Deezer_count_daily,soundcharts,3634
Q2_2025,Playlist_Deezer_editorial_count_daily,soundcharts,3634
Q2_2025,Playlist_Deezer_editorial_reach_daily,soundcharts,3634
Q2_2025,Playlist_Deezer_reach_daily,soundcharts,3634
Q2_2025,Playlist_YouTube_count_daily,soundcharts,3050
Q2_2025,Playlist_YouTube_editorial_count_daily,soundcharts,3050
Q2_2025,Playlist_YouTube_editorial_reach_daily,soundcharts,3050
Q2_2025,Playlist_YouTube_reach_daily,soundcharts,3050
Q2_2025,Playlist_count_daily,soundcharts,8716
Q2_2025,Playlist_editorial_count_daily,soundcharts,8716
Q2_2025,Playlist_editorial_reach_daily,soundcharts,8716
Q2_2025,Playlist_reach_daily,soundcharts,8716
Q2_2025,Radio_spins_daily_NG,soundcharts,17814
Q2_2025,Soundcharts_fanbase_score_daily,soundcharts,18791
Q2_2025,Soundcharts_score_daily,soundcharts,18791
Q2_2025,Soundcharts_trending_score_daily,soundcharts,18791
Q2_2025,Soundcloud_followers_daily,chartmetric,4148
Q2_2025,Soundcloud_followers_daily,soundcharts,8291
Q2_2025,Spotify_domestic_listeners_daily,soundcharts,8183
Q2_2025,Spotify_followers_daily,chartmetric,11557
Q2_2025,Spotify_followers_daily,soundcharts,25398
Q2_2025,Spotify_monthly_listeners_daily,chartmetric,11557
Q2_2025,Spotify_monthly_listeners_daily,soundcharts,30549
Q2_2025,Spotify_popularity_daily,chartmetric,6831
Q2_2025,Spotify_popularity_daily,soundcharts,51410
Q2_2025,Spotify_total_listeners_daily,soundcharts,8765
Q2_2025,TikTok_domestic_followers_daily,soundcharts,388
Q2_2025,TikTok_followers_daily,chartmetric,7553
Q2_2025,TikTok_followers_daily,soundcharts,14912
Q2_2025,TikTok_likes_daily,chartmetric,7552
Q2_2025,TikTok_likes_daily,soundcharts,14901
Q2_2025,TikTok_total_followers_daily,soundcharts,396
Q2_2025,Twitter_followers_daily,chartmetric,5611
Q2_2025,Twitter_followers_daily,soundcharts,13820
Q2_2025,Wikipedia_views_daily,chartmetric,9145
Q2_2025,YouTube_artist_daily_views,chartmetric,1882
Q2_2025,YouTube_artist_monthly_views,chartmetric,1882
Q2_2025,YouTube_channel_views_daily,chartmetric,10374
Q2_2025,YouTube_channel_views_daily,soundcharts,19090
Q2_2025,YouTube_domestic_followers_daily,soundcharts,404
Q2_2025,YouTube_domestic_listeners_daily,soundcharts,14999
Q2_2025,YouTube_listeners_daily,soundcharts,16478
Q2_2025,YouTube_subscribers_daily,chartmetric,10192
Q2_2025,YouTube_subscribers_daily,soundcharts,20155
Q2_2025,YouTube_total_followers_daily,soundcharts,431
Q2_2025,YouTube_total_listeners_daily,soundcharts,15898
Q2_2026,Amazon_Music_followers_daily,soundcharts,7285
Q2_2026,Audiomack_followers_daily,soundcharts,20355
Q2_2026,Audiomack_listeners_daily,soundcharts,31185
Q2_2026,Bandsintown_followers_daily,soundcharts,6547
Q2_2026,Boomplay_followers_daily,soundcharts,9257
Q2_2026,Deezer_fans_daily,soundcharts,19717
Q2_2026,Facebook_followers_daily,soundcharts,15826
Q2_2026,Genius_followers_daily,soundcharts,1921
Q2_2026,Instagram_domestic_followers_daily,soundcharts,699
Q2_2026,Instagram_followers_daily,soundcharts,32029
Q2_2026,Instagram_total_followers_daily,soundcharts,721
Q2_2026,Playlist_Amazon_Music_count_daily,soundcharts,2279
Q2_2026,Playlist_Amazon_Music_editorial_count_daily,soundcharts,2279
Q2_2026,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,2279
Q2_2026,Playlist_Amazon_Music_reach_daily,soundcharts,2279
Q2_2026,Playlist_Apple_Music_count_daily,soundcharts,5777
Q2_2026,Playlist_Apple_Music_editorial_count_daily,soundcharts,5777
Q2_2026,Playlist_Apple_Music_editorial_reach_daily,soundcharts,5777
Q2_2026,Playlist_Apple_Music_reach_daily,soundcharts,5777
Q2_2026,Playlist_Deezer_count_daily,soundcharts,3237
Q2_2026,Playlist_Deezer_editorial_count_daily,soundcharts,3237
Q2_2026,Playlist_Deezer_editorial_reach_daily,soundcharts,3237
Q2_2026,Playlist_Deezer_reach_daily,soundcharts,3237
Q2_2026,Playlist_YouTube_count_daily,soundcharts,2969
Q2_2026,Playlist_YouTube_editorial_count_daily,soundcharts,2969
Q2_2026,Playlist_YouTube_editorial_reach_daily,soundcharts,2969
Q2_2026,Playlist_YouTube_reach_daily,soundcharts,2969
Q2_2026,Playlist_count_daily,soundcharts,8591
Q2_2026,Playlist_editorial_count_daily,soundcharts,8591
Q2_2026,Playlist_editorial_reach_daily,soundcharts,8591
Q2_2026,Playlist_reach_daily,soundcharts,8591
Q2_2026,Radio_spins_daily_NG,soundcharts,22180
Q2_2026,Soundcharts_fanbase_score_daily,soundcharts,19415
Q2_2026,Soundcharts_score_daily,soundcharts,19415
Q2_2026,Soundcharts_trending_score_daily,soundcharts,19415
Q2_2026,Soundcloud_followers_daily,soundcharts,11928
Q2_2026,Spotify_domestic_listeners_daily,soundcharts,8252
Q2_2026,Spotify_followers_daily,soundcharts,39111
Q2_2026,Spotify_monthly_listeners_daily,soundcharts,45073
Q2_2026,Spotify_popularity_daily,soundcharts,58584
Q2_2026,Spotify_total_listeners_daily,soundcharts,8738
Q2_2026,Tidal_followers_daily,soundcharts,3721
Q2_2026,TikTok_domestic_followers_daily,soundcharts,484
Q2_2026,TikTok_followers_daily,soundcharts,23075
Q2_2026,TikTok_likes_daily,soundcharts,23070
Q2_2026,TikTok_total_followers_daily,soundcharts,498
Q2_2026,Twitter_followers_daily,soundcharts,19429
Q2_2026,YouTube_channel_views_daily,soundcharts,25523
Q2_2026,YouTube_domestic_followers_daily,soundcharts,500
Q2_2026,YouTube_domestic_listeners_daily,soundcharts,15895
Q2_2026,YouTube_listeners_daily,soundcharts,17433
Q2_2026,YouTube_subscribers_daily,soundcharts,25663
Q2_2026,YouTube_total_followers_daily,soundcharts,528
Q2_2026,YouTube_total_listeners_daily,soundcharts,17013
Q3_2019,Deezer_fans_daily,soundcharts,26473
Q3_2019,Facebook_followers_daily,soundcharts,10905
Q3_2019,Instagram_followers_daily,soundcharts,11139
Q3_2019,Playlist_Apple_Music_count_daily,soundcharts,2020
Q3_2019,Playlist_Apple_Music_editorial_count_daily,soundcharts,2020
Q3_2019,Playlist_Apple_Music_editorial_reach_daily,soundcharts,2020
Q3_2019,Playlist_Apple_Music_reach_daily,soundcharts,2020
Q3_2019,Playlist_Deezer_count_daily,soundcharts,2064
Q3_2019,Playlist_Deezer_editorial_count_daily,soundcharts,2064
Q3_2019,Playlist_Deezer_editorial_reach_daily,soundcharts,2064
Q3_2019,Playlist_Deezer_reach_daily,soundcharts,2064
Q3_2019,Playlist_count_daily,soundcharts,5404
Q3_2019,Playlist_editorial_count_daily,soundcharts,5404
Q3_2019,Playlist_editorial_reach_daily,soundcharts,5404
Q3_2019,Playlist_reach_daily,soundcharts,5404
Q3_2019,Radio_spins_daily_NG,soundcharts,11768
Q3_2019,Soundcloud_followers_daily,soundcharts,10135
Q3_2019,Spotify_followers_daily,soundcharts,37104
Q3_2019,Spotify_monthly_listeners_daily,soundcharts,5196
Q3_2019,Spotify_total_listeners_daily,soundcharts,5192
Q3_2019,Twitter_followers_daily,soundcharts,14102
Q3_2019,YouTube_domestic_listeners_daily,soundcharts,2494
Q3_2019,YouTube_listeners_daily,soundcharts,2898
Q3_2019,YouTube_subscribers_daily,soundcharts,8191
Q3_2019,YouTube_total_listeners_daily,soundcharts,2898
Q3_2020,Deezer_fans_daily,soundcharts,40429
Q3_2020,Facebook_followers_daily,soundcharts,15620
Q3_2020,Instagram_domestic_followers_daily,soundcharts,94
Q3_2020,Instagram_followers_daily,soundcharts,15715
Q3_2020,Instagram_total_followers_daily,soundcharts,100
Q3_2020,Playlist_Amazon_Music_count_daily,soundcharts,560
Q3_2020,Playlist_Amazon_Music_editorial_count_daily,soundcharts,560
Q3_2020,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,560
Q3_2020,Playlist_Amazon_Music_reach_daily,soundcharts,560
Q3_2020,Playlist_Apple_Music_count_daily,soundcharts,2772
Q3_2020,Playlist_Apple_Music_editorial_count_daily,soundcharts,2772
Q3_2020,Playlist_Apple_Music_editorial_reach_daily,soundcharts,2772
Q3_2020,Playlist_Apple_Music_reach_daily,soundcharts,2772
Q3_2020,Playlist_Deezer_count_daily,soundcharts,2624
Q3_2020,Playlist_Deezer_editorial_count_daily,soundcharts,2624
Q3_2020,Playlist_Deezer_editorial_reach_daily,soundcharts,2624
Q3_2020,Playlist_Deezer_reach_daily,soundcharts,2624
Q3_2020,Playlist_YouTube_count_daily,soundcharts,246
Q3_2020,Playlist_YouTube_editorial_count_daily,soundcharts,246
Q3_2020,Playlist_YouTube_editorial_reach_daily,soundcharts,246
Q3_2020,Playlist_YouTube_reach_daily,soundcharts,246
Q3_2020,Playlist_count_daily,soundcharts,5986
Q3_2020,Playlist_editorial_count_daily,soundcharts,5986
Q3_2020,Playlist_editorial_reach_daily,soundcharts,5986
Q3_2020,Playlist_reach_daily,soundcharts,5986
Q3_2020,Radio_spins_daily_NG,soundcharts,13894
Q3_2020,Soundcloud_followers_daily,soundcharts,13783
Q3_2020,Spotify_followers_daily,soundcharts,47798
Q3_2020,Spotify_monthly_listeners_daily,soundcharts,6598
Q3_2020,Spotify_popularity_daily,soundcharts,6754
Q3_2020,Spotify_total_listeners_daily,soundcharts,6579
Q3_2020,TikTok_domestic_followers_daily,soundcharts,1
Q3_2020,TikTok_total_followers_daily,soundcharts,1
Q3_2020,Twitter_followers_daily,soundcharts,16184
Q3_2020,YouTube_domestic_followers_daily,soundcharts,2
Q3_2020,YouTube_domestic_listeners_daily,soundcharts,2992
Q3_2020,YouTube_listeners_daily,soundcharts,3403
Q3_2020,YouTube_subscribers_daily,soundcharts,11035
Q3_2020,YouTube_total_followers_daily,soundcharts,2
Q3_2020,YouTube_total_listeners_daily,soundcharts,3403
Q3_2021,Deezer_fans_daily,soundcharts,49992
Q3_2021,Facebook_followers_daily,soundcharts,14696
Q3_2021,Instagram_domestic_followers_daily,soundcharts,231
Q3_2021,Instagram_followers_daily,soundcharts,16939
Q3_2021,Instagram_total_followers_daily,soundcharts,241
Q3_2021,Playlist_Amazon_Music_count_daily,soundcharts,1222
Q3_2021,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1222
Q3_2021,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1222
Q3_2021,Playlist_Amazon_Music_reach_daily,soundcharts,1222
Q3_2021,Playlist_Apple_Music_count_daily,soundcharts,3172
Q3_2021,Playlist_Apple_Music_editorial_count_daily,soundcharts,3172
Q3_2021,Playlist_Apple_Music_editorial_reach_daily,soundcharts,3172
Q3_2021,Playlist_Apple_Music_reach_daily,soundcharts,3172
Q3_2021,Playlist_Deezer_count_daily,soundcharts,2841
Q3_2021,Playlist_Deezer_editorial_count_daily,soundcharts,2841
Q3_2021,Playlist_Deezer_editorial_reach_daily,soundcharts,2841
Q3_2021,Playlist_Deezer_reach_daily,soundcharts,2841
Q3_2021,Playlist_YouTube_count_daily,soundcharts,809
Q3_2021,Playlist_YouTube_editorial_count_daily,soundcharts,809
Q3_2021,Playlist_YouTube_editorial_reach_daily,soundcharts,809
Q3_2021,Playlist_YouTube_reach_daily,soundcharts,809
Q3_2021,Playlist_count_daily,soundcharts,6619
Q3_2021,Playlist_editorial_count_daily,soundcharts,6619
Q3_2021,Playlist_editorial_reach_daily,soundcharts,6619
Q3_2021,Playlist_reach_daily,soundcharts,6619
Q3_2021,Radio_spins_daily_NG,soundcharts,16257
Q3_2021,Soundcloud_followers_daily,soundcharts,12930
Q3_2021,Spotify_domestic_listeners_daily,soundcharts,6164
Q3_2021,Spotify_followers_daily,soundcharts,52899
Q3_2021,Spotify_monthly_listeners_daily,soundcharts,50374
Q3_2021,Spotify_popularity_daily,soundcharts,1876
Q3_2021,Spotify_total_listeners_daily,soundcharts,7217
Q3_2021,TikTok_domestic_followers_daily,soundcharts,32
Q3_2021,TikTok_total_followers_daily,soundcharts,32
Q3_2021,Twitter_followers_daily,soundcharts,20257
Q3_2021,YouTube_channel_views_daily,soundcharts,1142
Q3_2021,YouTube_domestic_followers_daily,soundcharts,100
Q3_2021,YouTube_domestic_listeners_daily,soundcharts,2957
Q3_2021,YouTube_listeners_daily,soundcharts,3327
Q3_2021,YouTube_subscribers_daily,soundcharts,13762
Q3_2021,YouTube_total_followers_daily,soundcharts,112
Q3_2021,YouTube_total_listeners_daily,soundcharts,3261
Q3_2022,Deezer_fans_daily,soundcharts,53528
Q3_2022,Facebook_followers_daily,soundcharts,4960
Q3_2022,Instagram_domestic_followers_daily,soundcharts,299
Q3_2022,Instagram_followers_daily,soundcharts,11818
Q3_2022,Instagram_total_followers_daily,soundcharts,308
Q3_2022,Playlist_Amazon_Music_count_daily,soundcharts,1586
Q3_2022,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1586
Q3_2022,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1586
Q3_2022,Playlist_Amazon_Music_reach_daily,soundcharts,1586
Q3_2022,Playlist_Apple_Music_count_daily,soundcharts,4073
Q3_2022,Playlist_Apple_Music_editorial_count_daily,soundcharts,4073
Q3_2022,Playlist_Apple_Music_editorial_reach_daily,soundcharts,4073
Q3_2022,Playlist_Apple_Music_reach_daily,soundcharts,4073
Q3_2022,Playlist_Deezer_count_daily,soundcharts,3304
Q3_2022,Playlist_Deezer_editorial_count_daily,soundcharts,3304
Q3_2022,Playlist_Deezer_editorial_reach_daily,soundcharts,3304
Q3_2022,Playlist_Deezer_reach_daily,soundcharts,3304
Q3_2022,Playlist_YouTube_count_daily,soundcharts,1220
Q3_2022,Playlist_YouTube_editorial_count_daily,soundcharts,1220
Q3_2022,Playlist_YouTube_editorial_reach_daily,soundcharts,1220
Q3_2022,Playlist_YouTube_reach_daily,soundcharts,1220
Q3_2022,Playlist_count_daily,soundcharts,8015
Q3_2022,Playlist_editorial_count_daily,soundcharts,8015
Q3_2022,Playlist_editorial_reach_daily,soundcharts,8015
Q3_2022,Playlist_reach_daily,soundcharts,8015
Q3_2022,Radio_spins_daily_NG,soundcharts,15241
Q3_2022,Soundcloud_followers_daily,soundcharts,20240
Q3_2022,Spotify_domestic_listeners_daily,soundcharts,6937
Q3_2022,Spotify_followers_daily,soundcharts,54860
Q3_2022,Spotify_monthly_listeners_daily,soundcharts,54032
Q3_2022,Spotify_popularity_daily,soundcharts,30646
Q3_2022,Spotify_total_listeners_daily,soundcharts,7859
Q3_2022,TikTok_domestic_followers_daily,soundcharts,63
Q3_2022,TikTok_total_followers_daily,soundcharts,68
Q3_2022,Twitter_followers_daily,soundcharts,25821
Q3_2022,YouTube_channel_views_daily,soundcharts,21752
Q3_2022,YouTube_domestic_followers_daily,soundcharts,213
Q3_2022,YouTube_domestic_listeners_daily,soundcharts,2944
Q3_2022,YouTube_listeners_daily,soundcharts,3280
Q3_2022,YouTube_subscribers_daily,soundcharts,21752
Q3_2022,YouTube_total_followers_daily,soundcharts,231
Q3_2022,YouTube_total_listeners_daily,soundcharts,3280
Q3_2023,Boomplay_followers_daily,soundcharts,33248
Q3_2023,Deezer_fans_daily,soundcharts,54547
Q3_2023,Facebook_followers_daily,soundcharts,6540
Q3_2023,Genius_followers_daily,soundcharts,9467
Q3_2023,Instagram_domestic_followers_daily,soundcharts,417
Q3_2023,Instagram_followers_daily,soundcharts,14532
Q3_2023,Instagram_total_followers_daily,soundcharts,426
Q3_2023,Playlist_Amazon_Music_count_daily,soundcharts,1833
Q3_2023,Playlist_Amazon_Music_editorial_count_daily,soundcharts,1833
Q3_2023,Playlist_Amazon_Music_editorial_reach_daily,soundcharts,1833
Q3_2023,Playlist_Amazon_Music_reach_daily,soundcharts,1833
Q3_2023,Playlist_Apple_Music_count_daily,soundcharts,4430
Q3_2023,Playlist_Apple_Music_editorial_count_daily,soundcharts,4430
Q3_2023,Playlist_Apple_Music_editorial_reach_daily,soundcharts,4430
Q3_2023,Playlist_Apple_Music_reach_daily,soundcharts,4430
Q3_2023,Playlist_Deezer_count_daily,soundcharts,3213
Q3_2023,Playlist_Deezer_editorial_count_daily,soundcharts,3213
Q3_2023,Playlist_Deezer_editorial_reach_daily,soundcharts,3213
Q3_2023,Playlist_Deezer_reach_daily,soundcharts,3213
Q3_2023,Playlist_YouTube_count_daily,soundcharts,2628
Q3_2023,Playlist_YouTube_editorial_count_daily,soundcharts,2628
