period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source
Q4_2019,Oritsefemi,274,0,0,no YouTube presence observed,1054,2877,11.51,0.0,25.3,3.45,40.26,60390.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,Asake,95,0,0,no YouTube presence observed,0,998,3.99,0.0,0.0,1.2,5.19,7785.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,Magixx,92,0,0,no YouTube presence observed,3,966,3.86,0.0,0.07,1.16,5.09,7635.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,Victony,30,0,0,no YouTube presence observed,0,315,1.26,0.0,0.0,0.38,1.64,2460.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,ODUMODUBLVCK,24,0,0,no YouTube presence observed,0,252,1.01,0.0,0.0,0.3,1.31,1965.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,Omah Lay,17,0,0,no YouTube presence observed,1,178,0.71,0.0,0.02,0.21,0.94,1410.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,Libianca,13,0,0,no YouTube presence observed,0,136,0.55,0.0,0.0,0.16,0.71,1065.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,Seyi Vibez,12,0,0,no YouTube presence observed,0,126,0.5,0.0,0.0,0.15,0.65,975.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,DJ Spinall,1,0,0,no YouTube presence observed,0,10,0.04,0.0,0.0,0.01,0.05,75.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q4_2019,=== PERIOD TOTAL ===,,,,,,,1812256.8,1844795.19,61881.86,543677.03,4262610.88,6393916320.0,Aggregated,
Q1_2020,Burna Boy,8461061,0,41104702,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",245140,88841140,355364.56,164418.81,5883.36,106609.37,632276.1,948414150.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Mr Eazi,6041593,752000,28168867,"estimated: subscribers x 12.49 views/month (EST, calibrated)",118506,63436726,253746.91,112675.47,2844.14,76124.07,445390.59,668085885.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Davido,2155777,2130000,79786818,"estimated: subscribers x 12.49 views/month (EST, calibrated)",339615,22635658,90542.63,319147.27,8150.76,27162.79,445003.45,667505175.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Wizkid,3693872,1140000,42702804,"estimated: subscribers x 12.49 views/month (EST, calibrated)",405073,38785656,155142.62,170811.22,9721.75,46542.79,382218.38,573327570.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Flavour,298356,1400000,52442040,"estimated: subscribers x 12.49 views/month (EST, calibrated)",41446,3132738,12530.95,209768.16,994.7,3759.29,227053.1,340579650.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Rema,1918189,288000,10788077,"estimated: subscribers x 12.49 views/month (EST, calibrated)",47384,20140984,80563.94,43152.31,1137.22,24169.18,149022.65,223533975.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Maleek Berry,1033092,392000,14683771,"estimated: subscribers x 12.49 views/month (EST, calibrated)",37187,10847466,43389.86,58735.08,892.49,13016.96,116034.39,174051585.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Timaya,350214,454000,17006204,"estimated: subscribers x 12.49 views/month (EST, calibrated)",17267,3677247,14708.99,68024.82,414.41,4412.7,87560.92,131341380.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Yemi Alade,772789,0,9628108,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",258298,8114284,32457.14,38512.43,6199.15,9737.14,86905.86,130358790.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Darkoo,1366402,0,0,no YouTube presence observed,2291,14347221,57388.88,0.0,54.98,17216.67,74660.53,111990795.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,P-Square,409452,0,9914524,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",177567,4299246,17196.98,39658.1,4261.61,5159.1,66275.79,99413685.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Teni,381252,266000,9963988,"estimated: subscribers x 12.49 views/month (EST, calibrated)",53169,4003146,16012.58,39855.95,1276.06,4803.78,61948.37,92922555.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Patoranking,650720,0,5340367,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",61510,6832560,27330.24,21361.47,1476.24,8199.07,58367.02,87550530.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Tiwa Savage,592314,0,4788576,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",128242,6219297,24877.19,19154.3,3077.81,7463.16,54572.46,81858690.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Tekno,988160,0,0,no YouTube presence observed,21393,10375680,41502.72,0.0,513.43,12450.82,54466.97,81700455.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Falz,276540,234000,8765312,"estimated: subscribers x 12.49 views/month (EST, calibrated)",24785,2903670,11614.68,35061.25,594.84,3484.4,50755.17,76132755.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Reekado Banks,244769,225000,8428185,"estimated: subscribers x 12.49 views/month (EST, calibrated)",23019,2570074,10280.3,33712.74,552.46,3084.09,47629.59,71444385.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Korede Bello,384767,0,5501995,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",18576,4040054,16160.21,22007.98,445.82,4848.06,43462.07,65193105.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Banky W.,77382,257000,9626860,"estimated: subscribers x 12.49 views/month (EST, calibrated)",8479,812511,3250.04,38507.44,203.5,975.01,42935.99,64403985.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Olamide,394439,0,3759313,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",139961,4141610,16566.44,15037.25,3359.06,4969.93,39932.68,59899020.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,2Baba,156940,204000,7641554,"estimated: subscribers x 12.49 views/month (EST, calibrated)",2966,1647870,6591.48,30566.22,71.18,1977.44,39206.32,58809480.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Iyanya,99756,214000,8016140,"estimated: subscribers x 12.49 views/month (EST, calibrated)",20339,1047438,4189.75,32064.56,488.14,1256.93,37999.38,56999070.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Fela Kuti,512541,0,750635,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",162780,5381680,21526.72,3002.54,3906.72,6458.02,34894.0,52341000.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Ycee,606247,0,0,no YouTube presence observed,10097,6365594,25462.37,0.0,242.33,7638.71,33343.41,50015115.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Wande Coal,464063,0,1709173,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",20334,4872662,19490.65,6836.69,488.02,5847.19,32662.55,48993825.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Aṣa,257960,84200,3154014,"estimated: subscribers x 12.49 views/month (EST, calibrated)",109830,2708580,10834.32,12616.06,2635.92,3250.3,29336.6,44004900.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Joeboy,479325,0,0,no YouTube presence observed,37087,5032912,20131.65,0.0,890.09,6039.49,27061.23,40591845.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Niniola,318834,53800,2015273,"estimated: subscribers x 12.49 views/month (EST, calibrated)",1407,3347757,13391.03,8061.09,33.77,4017.31,25503.2,38254800.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Zlatan,412780,0,0,no YouTube presence observed,26185,4334190,17336.76,0.0,628.44,5201.03,23166.23,34749345.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Ice Prince,223364,59900,2243770,"estimated: subscribers x 12.49 views/month (EST, calibrated)",42544,2345322,9381.29,8975.08,1021.06,2814.39,22191.82,33287730.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Cruel Santino,377317,0,0,no YouTube presence observed,0,3961828,15847.31,0.0,0.0,4754.19,20601.5,30902250.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Kizz Daniel,352333,0,0,no YouTube presence observed,49845,3699496,14797.99,0.0,1196.28,4439.4,20433.67,30650505.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Phyno,118650,0,3272181,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",17998,1245825,4983.3,13088.72,431.95,1494.99,19998.96,29998440.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Mayorkun,355759,0,0,no YouTube presence observed,21131,3735470,14941.88,0.0,507.14,4482.56,19931.58,29897370.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Seyi Shay,120875,86700,3247661,"estimated: subscribers x 12.49 views/month (EST, calibrated)",5880,1269188,5076.75,12990.64,141.12,1523.02,19731.53,29597295.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,DJ Neptune,229113,45500,1704366,"estimated: subscribers x 12.49 views/month (EST, calibrated)",2421,2405686,9622.75,6817.47,58.1,2886.82,19385.14,29077710.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Nonso Amadi,190836,55700,2086444,"estimated: subscribers x 12.49 views/month (EST, calibrated)",7138,2003778,8015.11,8345.78,171.31,2404.53,18936.73,28405095.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Naira Marley,334095,0,0,no YouTube presence observed,25861,3507998,14031.99,0.0,620.66,4209.6,18862.25,28293375.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Fireboy DML,322909,0,0,no YouTube presence observed,27682,3390544,13562.18,0.0,664.37,4068.65,18295.2,27442800.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Sarz,325001,0,0,no YouTube presence observed,7069,3412510,13650.04,0.0,169.66,4095.01,17914.71,26872065.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Odunsi (The Engine),313090,0,0,no YouTube presence observed,9,3287445,13149.78,0.0,0.22,3944.93,17094.93,25642395.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,D'banj,250858,0,564595,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",5928,2634009,10536.04,2258.38,142.27,3160.81,16097.5,24146250.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Simi,276882,0,0,no YouTube presence observed,24068,2907261,11629.04,0.0,577.63,3488.71,15695.38,23543070.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Ajebutter22,283447,0,0,no YouTube presence observed,2940,2976194,11904.77,0.0,70.56,3571.43,15546.76,23320140.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,WurlD,257560,8120,304164,"estimated: subscribers x 12.49 views/month (EST, calibrated)",6581,2704380,10817.52,1216.66,157.94,3245.26,15437.38,23156070.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Adekunle Gold,250512,0,0,no YouTube presence observed,26871,2630376,10521.5,0.0,644.9,3156.45,14322.85,21484275.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Skiibii,239643,0,0,no YouTube presence observed,3618,2516252,10065.01,0.0,86.83,3019.5,13171.34,19757010.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Solidstar,105725,43400,1625703,"estimated: subscribers x 12.49 views/month (EST, calibrated)",1417,1110112,4440.45,6502.81,34.01,1332.13,12309.4,18464100.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Boj,220387,0,0,no YouTube presence observed,3029,2314064,9256.25,0.0,72.7,2776.88,12105.83,18158745.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Ric Hassani,196529,0,0,no YouTube presence observed,2704,2063554,8254.22,0.0,64.9,2476.27,10795.39,16193085.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Rude Boy,176918,0,0,no YouTube presence observed,671,1857639,7430.56,0.0,16.1,2229.17,9675.83,14513745.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Reminisce,57358,32000,1198675,"estimated: subscribers x 12.49 views/month (EST, calibrated)",7344,602259,2409.04,4794.7,176.26,722.71,8102.71,12154065.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Bracket,134150,0,0,no YouTube presence observed,22258,1408575,5634.3,0.0,534.19,1690.29,7858.78,11788170.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Show Dem Camp,139418,0,0,no YouTube presence observed,2242,1463889,5855.56,0.0,53.81,1756.67,7666.04,11499060.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Dice Ailes,94173,11500,430774,"estimated: subscribers x 12.49 views/month (EST, calibrated)",2665,988816,3955.27,1723.1,63.96,1186.58,6928.91,10393365.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Tems,124686,0,0,no YouTube presence observed,4011,1309203,5236.81,0.0,96.26,1571.04,6904.11,10356165.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Praiz,111247,0,0,no YouTube presence observed,1253,1168094,4672.37,0.0,30.07,1401.71,6104.15,9156225.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Brymo,29441,26800,1003890,"estimated: subscribers x 12.49 views/month (EST, calibrated)",6966,309130,1236.52,4015.56,167.18,370.96,5790.22,8685330.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Dremo,98637,0,0,no YouTube presence observed,5685,1035688,4142.75,0.0,136.44,1242.83,5522.02,8283030.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,HarrySong,69076,0,419777,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",508,725298,2901.19,1679.11,12.19,870.36,5462.85,8194275.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,M.I. Abaga,97581,0,0,no YouTube presence observed,3033,1024600,4098.4,0.0,72.79,1229.52,5400.71,8101065.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Sean Tizzle,49975,15000,561879,"estimated: subscribers x 12.49 views/month (EST, calibrated)",4333,524738,2098.95,2247.52,103.99,629.68,5080.14,7620210.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Young Jonn,90760,0,0,no YouTube presence observed,1033,952980,3811.92,0.0,24.79,1143.58,4980.29,7470435.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Mr Real,24965,23700,884023,"estimated: subscribers x 12.49 views/month (EST, calibrated)",0,262132,1048.53,3536.09,0.0,314.56,4899.18,7348770.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Tay Iwar,89589,0,0,no YouTube presence observed,0,940684,3762.74,0.0,0.0,1128.82,4891.56,7337340.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Darey,5290,29200,1093791,"estimated: subscribers x 12.49 views/month (EST, calibrated)",3647,55545,222.18,4375.16,87.53,66.65,4751.52,7127280.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Waje,9806,27200,1018874,"estimated: subscribers x 12.49 views/month (EST, calibrated)",1545,102963,411.85,4075.5,37.08,123.56,4647.99,6971985.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,9ice,36337,16000,599338,"estimated: subscribers x 12.49 views/month (EST, calibrated)",7846,381538,1526.15,2397.35,188.3,457.85,4569.65,6854475.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,BNXN,81896,0,0,no YouTube presence observed,0,859908,3439.63,0.0,0.0,1031.89,4471.52,6707280.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Lil Kesh,78310,0,0,no YouTube presence observed,5385,822255,3289.02,0.0,129.24,986.71,4404.97,6607455.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Peruzzi,70968,0,0,no YouTube presence observed,9294,745164,2980.66,0.0,223.06,894.2,4097.92,6146880.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Duncan Mighty,67071,0,0,no YouTube presence observed,4146,704246,2816.98,0.0,99.5,845.09,3761.57,5642355.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Amaarae,45338,8430,315776,"estimated: subscribers x 12.49 views/month (EST, calibrated)",243,476049,1904.2,1263.1,5.83,571.26,3744.39,5616585.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Johnny Drille,65703,0,0,no YouTube presence observed,2050,689882,2759.53,0.0,49.2,827.86,3636.59,5454885.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Lady Donli,64116,0,0,no YouTube presence observed,419,673218,2692.87,0.0,10.06,807.86,3510.79,5266185.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Crayon,60027,0,0,no YouTube presence observed,3,630284,2521.13,0.0,0.07,756.34,3277.54,4916310.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Small Doctor,14551,15700,588100,"estimated: subscribers x 12.49 views/month (EST, calibrated)",287,152786,611.14,2352.4,6.89,183.34,3153.77,4730655.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Mannywellz,45077,3310,123988,"estimated: subscribers x 12.49 views/month (EST, calibrated)",67,473308,1893.23,495.95,1.61,567.97,2958.76,4438140.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Oxlade,51490,0,0,no YouTube presence observed,261,540645,2162.58,0.0,6.26,648.77,2817.61,4226415.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Olakira,51176,0,0,no YouTube presence observed,105,537348,2149.39,0.0,2.52,644.82,2796.73,4195095.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Naeto C,20536,5760,215387,"estimated: subscribers x 12.49 views/month (EST, calibrated)",12844,215628,862.51,861.55,308.26,258.75,2291.07,3436605.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,CKay,32079,0,0,no YouTube presence observed,222,336830,1347.32,0.0,5.33,404.2,1756.85,2635275.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,King Sunny Ade,28723,0,0,no YouTube presence observed,6530,301592,1206.37,0.0,156.72,361.91,1725.0,2587500.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Blaqbonez,28053,0,0,no YouTube presence observed,1639,294556,1178.23,0.0,39.34,353.47,1571.04,2356560.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Bad Boy Timz,28351,0,0,no YouTube presence observed,51,297686,1190.74,0.0,1.22,357.22,1549.18,2323770.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Sound Sultan,10821,5970,223628,"estimated: subscribers x 12.49 views/month (EST, calibrated)",1061,113620,454.48,894.51,25.46,136.34,1510.79,2266185.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,CDQ,27420,0,0,no YouTube presence observed,155,287910,1151.64,0.0,3.72,345.49,1500.85,2251275.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Chike,25587,0,0,no YouTube presence observed,1206,268664,1074.65,0.0,28.94,322.4,1425.99,2138985.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,LADIPOE,23796,0,0,no YouTube presence observed,334,249858,999.43,0.0,8.02,299.83,1307.28,1960920.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Terri,23387,0,0,no YouTube presence observed,117,245564,982.25,0.0,2.81,294.68,1279.74,1919610.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Lyta,21719,0,0,no YouTube presence observed,290,228050,912.2,0.0,6.96,273.66,1192.82,1789230.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Terry Apala,8688,4030,150958,"estimated: subscribers x 12.49 views/month (EST, calibrated)",123,91224,364.9,603.83,2.95,109.47,1081.15,1621725.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Prettyboy D-O,18354,0,0,no YouTube presence observed,180,192717,770.87,0.0,4.32,231.26,1006.45,1509675.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Vector,17637,0,0,no YouTube presence observed,1328,185188,740.75,0.0,31.87,222.23,994.85,1492275.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Olu Maintain,15259,0,0,no YouTube presence observed,351,160220,640.88,0.0,8.42,192.26,841.56,1262340.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Yung6ix,13414,0,0,no YouTube presence observed,461,140847,563.39,0.0,11.06,169.02,743.47,1115205.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Pheelz,12896,0,0,no YouTube presence observed,10,135408,541.63,0.0,0.24,162.49,704.36,1056540.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Bella Shmurda,11372,0,0,no YouTube presence observed,124,119406,477.62,0.0,2.98,143.29,623.89,935835.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Mohbad,11205,0,0,no YouTube presence observed,112,117652,470.61,0.0,2.69,141.18,614.48,921720.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Lagbaja,0,3100,116122,"estimated: subscribers x 12.49 views/month (EST, calibrated)",2577,0,0.0,464.49,61.85,0.0,526.34,789510.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Dammy Krane,9116,0,0,no YouTube presence observed,519,95718,382.87,0.0,12.46,114.86,510.19,765285.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Zinoleesky,8424,0,0,no YouTube presence observed,138,88452,353.81,0.0,3.31,106.14,463.26,694890.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Eldee,5203,206,7716,"estimated: subscribers x 12.49 views/month (EST, calibrated)",4156,54632,218.53,30.87,99.74,65.56,414.7,622050.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Illbliss,7456,0,0,no YouTube presence observed,93,78288,313.15,0.0,2.23,93.95,409.33,613995.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Jesse Jagz,3578,0,0,no YouTube presence observed,4700,37569,150.28,0.0,112.8,45.08,308.16,462240.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Asake,4662,0,0,no YouTube presence observed,9,48951,195.8,0.0,0.22,58.74,254.76,382140.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Spyro,3711,0,0,no YouTube presence observed,0,38966,155.86,0.0,0.0,46.76,202.62,303930.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Omah Lay,3535,0,0,no YouTube presence observed,21,37118,148.47,0.0,0.5,44.54,193.51,290265.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2020,Sauce Kid,1758,0,0,no YouTube presence observed,99,18459,73.84,0.0,2.38,22.15,98.37,147555.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
