period,account,platform,revenue_usd,revenue_ngn,revenue_share_of_quarter_pct,direct_cost_ngn,shared_cost_allocated_ngn,cost_allocation_basis,total_cost_ngn,net_operating_result_ngn,revenue_measurement_basis,classification
Q3_2021,gni_diaspora,Spotify,381546.62,153057426.61,63.1109,0.0,14439782.25,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (63.1109%).",14439782.25,138617644.37,observed monthly listeners x streams/listener x rate,EST
Q3_2021,gni_diaspora,YouTube,102861.06,41262714.22,17.0141,0.0,3892817.37,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.0141%).",3892817.37,37369896.85,channel view volume x rate,EST
Q3_2021,gni_diaspora,Deezer,5693.34,2283883.34,0.9417,0.0,215466.7,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.9417%).",215466.7,2068416.64,observed fans x streams/fan x rate,EST
Q3_2021,gni_diaspora,Other digital platforms,114463.99,45917229.59,18.9333,0.0,4331934.83,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.9333%).",4331934.83,41585294.76,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2021,domestic_production,Spotify,4514928.55,1811163587.83,39.9194,0.0,91335487.54,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (39.9194%).",91335487.54,1719828100.29,observed monthly listeners x streams/listener x rate,EST
Q4_2021,domestic_production,YouTube,5283815.69,2119602664.04,46.7176,0.0,106889816.04,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (46.7176%).",106889816.04,2012712848.01,channel view volume x rate,EST
Q4_2021,domestic_production,Deezer,156900.82,62940763.94,1.3873,0.0,3174050.87,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.3873%).",3174050.87,59766713.07,observed fans x streams/fan x rate,EST
Q4_2021,domestic_production,Other digital platforms,1354478.52,543349058.3,11.9758,0.0,27400645.35,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (11.9758%).",27400645.35,515948412.95,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2021,gni_diaspora,Spotify,606707.88,243380866.06,64.9309,0.0,14856192.26,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (64.9309%).",14856192.26,228524673.81,observed monthly listeners x streams/listener x rate,EST
Q4_2021,gni_diaspora,YouTube,139756.14,56063175.56,14.9569,0.0,3422147.88,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (14.9569%).",3422147.88,52641027.68,channel view volume x rate,EST
Q4_2021,gni_diaspora,Deezer,5913.5,2372200.52,0.6329,0.0,144801.31,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.6329%).",144801.31,2227399.22,observed fans x streams/fan x rate,EST
Q4_2021,gni_diaspora,Other digital platforms,182012.38,73014266.24,19.4793,0.0,4456858.07,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (19.4793%).",4456858.07,68557408.17,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2022,domestic_production,Spotify,4893722.75,2084628017.05,44.055,0.0,101714134.68,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (44.0550%).",101714134.68,1982913882.36,observed monthly listeners x streams/listener x rate,EST
Q1_2022,domestic_production,YouTube,4576133.92,1949341527.24,41.1959,0.0,95113173.68,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (41.1959%).",95113173.68,1854228353.56,channel view volume x rate,EST
Q1_2022,domestic_production,Deezer,170243.83,72520466.7,1.5326,0.0,3538452.16,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.5326%).",3538452.16,68982014.54,observed fans x streams/fan x rate,EST
Q1_2022,domestic_production,Other digital platforms,1468116.81,625388398.72,13.2165,0.0,30514240.09,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (13.2165%).",30514240.09,594874158.63,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2022,gni_diaspora,Spotify,633758.88,269968607.7,59.4471,0.0,13601493.52,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (59.4471%).",13601493.52,256367114.18,observed monthly listeners x streams/listener x rate,EST
Q1_2022,gni_diaspora,YouTube,236017.9,100538905.04,22.1387,0.0,5065326.96,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (22.1387%).",5065326.96,95473578.09,channel view volume x rate,EST
Q1_2022,gni_diaspora,Deezer,6184.6,2634515.91,0.5801,0.0,132731.55,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.5801%).",132731.55,2501784.36,observed fans x streams/fan x rate,EST
Q1_2022,gni_diaspora,Other digital platforms,190127.67,80990584.87,17.8341,0.0,4080448.19,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.8341%).",4080448.19,76910136.68,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2022,domestic_production,Spotify,5579194.66,2376625341.27,45.2618,0.0,104500452.51,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (45.2618%).",104500452.51,2272124888.76,observed monthly listeners x streams/listener x rate,EST
Q2_2022,domestic_production,YouTube,4893207.89,2084408696.98,39.6967,0.0,91651657.61,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (39.6967%).",91651657.61,1992757039.37,channel view volume x rate,EST
Q2_2022,domestic_production,Deezer,180335.49,76819312.03,1.463,0.0,3377752.79,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.4630%).",3377752.79,73441559.24,observed fans x streams/fan x rate,EST
Q2_2022,domestic_production,Other digital platforms,1673758.41,712987607.49,13.5785,0.0,31350135.98,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (13.5785%).",31350135.98,681637471.52,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2022,gni_diaspora,Spotify,565719.45,240985171.31,61.2388,0.0,14011445.99,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (61.2388%).",14011445.99,226973725.32,observed monthly listeners x streams/listener x rate,EST
Q2_2022,gni_diaspora,YouTube,181888.13,77480705.62,19.6893,0.0,4504910.89,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (19.6893%).",4504910.89,72975794.73,channel view volume x rate,EST
Q2_2022,gni_diaspora,Deezer,6468.52,2755460.15,0.7002,0.0,160208.95,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.7002%).",160208.95,2595251.2,observed fans x streams/fan x rate,EST
Q2_2022,gni_diaspora,Other digital platforms,169715.85,72295557.78,18.3717,0.0,4203434.17,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.3717%).",4203434.17,68092123.61,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2022,domestic_production,Spotify,6506461.28,2771622376.05,43.0516,0.0,100293115.85,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (43.0516%).",100293115.85,2671329260.2,observed monthly listeners x streams/listener x rate,EST
Q3_2022,domestic_production,YouTube,6468726.61,2755548161.33,42.802,0.0,99711459.03,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (42.8020%).",99711459.03,2655836702.3,channel view volume x rate,EST
Q3_2022,domestic_production,Deezer,186026.88,79243730.34,1.2309,0.0,2867490.43,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.2309%).",2867490.43,76376239.92,observed fans x streams/fan x rate,EST
Q3_2022,domestic_production,Other digital platforms,1951938.37,831486706.85,12.9155,0.0,30087934.54,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (12.9155%).",30087934.54,801398772.31,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2022,gni_diaspora,Spotify,559266.96,238236539.62,64.4608,0.0,16089425.11,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (64.4608%).",16089425.11,222147114.51,observed monthly listeners x streams/listener x rate,EST
Q3_2022,gni_diaspora,YouTube,133940.59,57056012.53,15.4379,0.0,3853306.64,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.4379%).",3853306.64,53202705.89,channel view volume x rate,EST
Q3_2022,gni_diaspora,Deezer,6619.71,2819864.07,0.763,0.0,190440.94,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.7630%).",190440.94,2629423.12,observed fans x streams/fan x rate,EST
Q3_2022,gni_diaspora,Other digital platforms,167780.1,71470967.0,19.3383,0.0,4826827.88,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (19.3383%).",4826827.88,66644139.12,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2022,domestic_production,Spotify,7479152.91,3185969556.6,45.6125,0.0,109105161.04,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (45.6125%).",109105161.04,3076864395.56,observed monthly listeners x streams/listener x rate,EST
Q4_2022,domestic_production,YouTube,6483189.73,2761709161.19,39.5385,0.0,94576146.27,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (39.5385%).",94576146.27,2667133014.92,channel view volume x rate,EST
Q4_2022,domestic_production,Deezer,191058.49,81387095.57,1.1652,0.0,2787142.82,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.1652%).",2787142.82,78599952.75,observed fans x streams/fan x rate,EST
Q4_2022,domestic_production,Other digital platforms,2243745.92,955790887.0,13.6838,0.0,32731549.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (13.6838%).",32731549.0,923059338.0,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2022,gni_diaspora,Spotify,506465.46,215744156.65,63.2025,0.0,15775349.52,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (63.2025%).",15775349.52,199968807.13,observed monthly listeners x streams/listener x rate,EST
Q4_2022,gni_diaspora,YouTube,136184.3,58011788.11,16.9946,0.0,4241858.73,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (16.9946%).",4241858.73,53769929.39,channel view volume x rate,EST
Q4_2022,gni_diaspora,Deezer,6748.06,2874538.6,0.8421,0.0,210188.08,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.8421%).",210188.08,2664350.51,observed fans x streams/fan x rate,EST
Q4_2022,gni_diaspora,Other digital platforms,151939.64,64723247.85,18.9608,0.0,4732604.92,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.9608%).",4732604.92,59990642.93,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2023,domestic_production,Spotify,8726931.95,5628871107.75,49.3454,0.0,118034288.98,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (49.3454%).",118034288.98,5510836818.77,observed monthly listeners x streams/listener x rate,EST
Q1_2023,domestic_production,YouTube,6144668.67,3963311292.15,34.7443,0.0,83108428.22,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (34.7443%).",83108428.22,3880202863.93,channel view volume x rate,EST
Q1_2023,domestic_production,Deezer,195707.17,126231124.65,1.1066,0.0,2646996.31,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.1066%).",2646996.31,123584128.34,observed fans x streams/fan x rate,EST
Q1_2023,domestic_production,Other digital platforms,2618079.6,1688661342.0,14.8036,0.0,35410286.9,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (14.8036%).",35410286.9,1653251055.1,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2023,gni_diaspora,Spotify,1036820.37,668749138.65,70.1532,0.0,17510242.1,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (70.1532%).",17510242.1,651238896.55,observed monthly listeners x streams/listener x rate,EST
Q1_2023,gni_diaspora,YouTube,123185.03,79454344.35,8.3349,0.0,2080398.65,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (8.3349%).",2080398.65,77373945.7,channel view volume x rate,EST
Q1_2023,gni_diaspora,Deezer,6885.59,4441205.55,0.4659,0.0,116286.63,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.4659%).",116286.63,4324918.92,observed fans x streams/fan x rate,EST
Q1_2023,gni_diaspora,Other digital platforms,311046.11,200624740.95,21.046,0.0,5253072.61,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (21.0460%).",5253072.61,195371668.34,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2023,domestic_production,Spotify,9964194.84,6426905671.8,50.2345,0.0,120160911.66,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (50.2345%).",120160911.66,6306744760.14,observed monthly listeners x streams/listener x rate,EST
Q2_2023,domestic_production,YouTube,6682075.3,4309938568.5,33.6877,0.0,80580947.35,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (33.6877%).",80580947.35,4229357621.15,channel view volume x rate,EST
Q2_2023,domestic_production,Deezer,199835.36,128893807.2,1.0075,0.0,2409868.48,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.0075%).",2409868.48,126483938.72,observed fans x streams/fan x rate,EST
Q2_2023,domestic_production,Other digital platforms,2989258.42,1928071680.9,15.0703,0.0,36048273.11,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.0703%).",36048273.11,1892023407.79,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2023,gni_diaspora,Spotify,1405090.02,906283062.9,56.4844,0.0,14098494.25,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (56.4844%).",14098494.25,892184568.65,observed monthly listeners x streams/listener x rate,EST
Q2_2023,gni_diaspora,YouTube,653884.81,421755702.45,26.286,0.0,6560996.88,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (26.2860%).",6560996.88,415194705.57,channel view volume x rate,EST
Q2_2023,gni_diaspora,Deezer,7072.11,4561510.95,0.2843,0.0,70960.65,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.2843%).",70960.65,4490550.3,observed fans x streams/fan x rate,EST
Q2_2023,gni_diaspora,Other digital platforms,421527.01,271884921.45,16.9453,0.0,4229548.32,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (16.9453%).",4229548.32,267655373.13,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2023,domestic_production,Spotify,9982030.85,6438409898.25,52.1965,0.0,124853927.53,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (52.1965%).",124853927.53,6313555970.72,observed monthly listeners x streams/listener x rate,EST
Q3_2023,domestic_production,YouTube,5943193.52,3833359820.4,31.0772,0.0,74336682.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (31.0772%).",74336682.0,3759023138.4,channel view volume x rate,EST
Q3_2023,domestic_production,Deezer,204128.48,131662869.6,1.0674,0.0,2553212.15,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.0674%).",2553212.15,129109657.45,observed fans x streams/fan x rate,EST
Q3_2023,domestic_production,Other digital platforms,2994609.25,1931522966.25,15.6589,0.0,37456178.2,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.6589%).",37456178.2,1894066788.05,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2023,gni_diaspora,Spotify,1272979.98,821072087.1,59.2649,0.0,14792521.3,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (59.2649%).",14792521.3,806279565.8,observed monthly listeners x streams/listener x rate,EST
Q3_2023,gni_diaspora,YouTube,485804.97,313344205.65,22.6172,0.0,5645242.25,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (22.6172%).",5645242.25,307698963.4,channel view volume x rate,EST
Q3_2023,gni_diaspora,Deezer,7270.01,4689156.45,0.3385,0.0,84480.34,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.3385%).",84480.34,4604676.11,observed fans x streams/fan x rate,EST
Q3_2023,gni_diaspora,Other digital platforms,381894.0,246321630.0,17.7795,0.0,4437756.46,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.7795%).",4437756.46,241883873.54,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2023,domestic_production,Spotify,10015437.01,6459956871.45,52.1578,0.0,124761353.47,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (52.1578%).",124761353.47,6335195517.98,observed monthly listeners x streams/listener x rate,EST
Q4_2023,domestic_production,YouTube,5973759.63,3853074961.35,31.1098,0.0,74414559.85,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (31.1098%).",74414559.85,3778660401.5,channel view volume x rate,EST
Q4_2023,domestic_production,Deezer,208372.8,134400456.0,1.0852,0.0,2595680.3,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.0852%).",2595680.3,131804775.7,observed fans x streams/fan x rate,EST
Q4_2023,domestic_production,Other digital platforms,3004631.11,1937987065.95,15.6473,0.0,37428406.13,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.6473%).",37428406.13,1900558659.82,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2023,gni_diaspora,Spotify,1075411.45,693640385.25,57.9697,0.0,14469244.97,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (57.9697%).",14469244.97,679171140.28,observed monthly listeners x streams/listener x rate,EST
Q4_2023,gni_diaspora,YouTube,449617.68,290003403.6,24.2365,0.0,6049431.92,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (24.2365%).",6049431.92,283953971.68,channel view volume x rate,EST
Q4_2023,gni_diaspora,Deezer,7473.22,4820226.9,0.4028,0.0,100549.28,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.4028%).",100549.28,4719677.62,observed fans x streams/fan x rate,EST
Q4_2023,gni_diaspora,Other digital platforms,322623.44,208092118.8,17.3909,0.0,4340773.56,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.3909%).",4340773.56,203751345.24,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2024,domestic_production,Spotify,10054156.45,14860043233.1,53.1238,0.0,127072200.82,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (53.1238%).",127072200.82,14732971032.28,observed monthly listeners x streams/listener x rate,EST
Q1_2024,domestic_production,YouTube,5642119.31,8339052340.18,29.8116,0.0,71309465.05,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (29.8116%).",71309465.05,8267742875.13,channel view volume x rate,EST
Q1_2024,domestic_production,Deezer,213365.1,315353617.8,1.1274,0.0,2696673.06,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.1274%).",2696673.06,312656944.74,observed fans x streams/fan x rate,EST
Q1_2024,domestic_production,Other digital platforms,3016247.0,4458013066.0,15.9371,0.0,38121661.07,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.9371%).",38121661.07,4419891404.93,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2024,gni_diaspora,Spotify,1271067.26,1878637410.28,58.8684,0.0,14693542.43,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (58.8684%).",14693542.43,1863943867.85,observed monthly listeners x streams/listener x rate,EST
Q1_2024,gni_diaspora,YouTube,499047.49,737592190.22,23.1129,0.0,5768990.91,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (23.1129%).",5768990.91,731823199.31,channel view volume x rate,EST
Q1_2024,gni_diaspora,Deezer,7733.9,11430704.2,0.3582,0.0,89403.91,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.3582%).",89403.91,11341300.29,observed fans x streams/fan x rate,EST
Q1_2024,gni_diaspora,Other digital platforms,381320.18,563591226.04,17.6605,0.0,4408062.75,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.6605%).",4408062.75,559183163.29,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
