period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source
Q2_2025,Dice Ailes,351043,16,720,estimated,3904,3685952,14743.81,2.88,93.7,4423.14,19263.52,28895285.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Dremo,274573,6955,312975,estimated,10893,2883016,11532.07,1251.9,261.43,3459.62,16505.02,24757526.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Duncan Mighty,451946,2575,1565895,actual,5235,4745433,18981.73,6263.58,125.64,5694.52,31065.47,46598207.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Eldee,56387,0,0,estimated,4228,592064,2368.25,0,101.47,710.48,3180.2,4770303.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Falz,966249,361760,2015095,actual,724,10145614,40582.46,8060.38,17.38,12174.74,60834.95,91252427.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Fela Kuti,468127,240917,947248,actual,194298,4915334,19661.33,3788.99,4663.15,5898.4,34011.88,51017817.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Fireboy DML,8100533,1929500,34927187,actual,334854,85055596,340222.39,139708.75,8036.5,102066.72,590034.35,885051518.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Flavour,906496,3700667,166530015,estimated,86873,9518208,38072.83,666120.06,2084.95,11421.85,717699.69,1076549540,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Flavour N'abania,81,3700667,166530015,estimated,3927,850,3.4,666120.06,94.25,1.02,666218.73,999328095.9,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,HarrySong,104859,92264,4151880,estimated,861,1101020,4404.08,16607.52,20.66,1321.22,22353.49,33530228.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Ice Prince,848587,159364,2212902,actual,47314,8910164,35640.65,8851.61,1135.54,10692.2,56319.99,84479991.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Illbliss,191456,12674,570330,estimated,350,2010288,8041.15,2281.32,8.4,2412.35,12743.22,19114826.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Iyanya,577409,651250,7773954,actual,0,6062794,24251.18,31095.82,0,7275.35,62622.35,93933521.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Jesse Jagz,59558,15387,692415,estimated,5402,625359,2501.44,2769.66,129.65,750.43,6151.17,9226762.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Joeboy,3441088,1474000,66330000,estimated,0,36131424,144525.7,265320,0,43357.71,453203.4,679805107.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Johnny Drille,1189525,820000,36900000,estimated,9122,12490012,49960.05,147600,218.93,14988.01,212766.99,319150489.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Khaid,1384195,561000,25245000,estimated,3908,14534048,58136.19,100980,93.79,17440.86,176650.84,264976258.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,King Sunny Ade,119270,24786,1115370,estimated,11572,1252335,5009.34,4461.48,277.73,1502.8,11251.35,16877025,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Kizz Daniel,4919526,3436667,43690683,actual,229247,51655023,206620.09,174762.73,5501.93,61986.03,448870.78,673306169.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Korede Bello,712388,282022,2575817,actual,23020,7480074,29920.3,10303.27,552.48,8976.09,49752.13,74628199.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,LADIPOE,1017779,112344,5055480,estimated,72328,10686680,42746.72,20221.92,1735.87,12824.02,77528.53,116292788.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Lady Donli,162784,6500,292500,estimated,1378,1709232,6836.93,1170,33.07,2051.08,10091.08,15136617.6,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Lagbaja,10187,5868,264060,estimated,2872,106964,427.85,1056.24,68.93,128.36,1681.38,2522067.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Libianca,6646792,1193462,29442627,actual,0,69791316,279165.26,117770.51,0,83749.58,480685.35,721028026.8,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Lil Kesh,855407,87926,3698558,actual,2963,8981774,35927.09,14794.23,71.11,10778.13,61570.57,92355849.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Lojay,4537005,367333,16529985,estimated,48528,47638552,190554.21,66119.94,1164.67,57166.26,315005.08,472507627.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Lyta,343379,92127,4145715,estimated,0,3605480,14421.92,16582.86,0,4326.58,35331.35,52997030.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,M.I. Abaga,239362,102328,4604760,estimated,2098,2513301,10053.2,18419.04,50.35,3015.96,31538.56,47307835.8,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Magixx,1088089,258000,11610000,estimated,3796,11424934,45699.74,46440,91.1,13709.92,105940.76,158911145.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Maleek Berry,1483677,620727,3530072,actual,0,15578608,62314.43,14120.29,0,18694.33,95129.05,142693578.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Mannywellz,267296,53140,2391300,estimated,1554,2806608,11226.43,9565.2,37.3,3367.93,24196.86,36295286.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Mayorkun,1789425,270000,12150000,estimated,144605,18788962,75155.85,48600,3470.52,22546.76,149773.12,224659687.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Mohbad,1541796,62380,2807100,estimated,48378,16188858,64755.43,11228.4,1161.07,19426.63,96571.53,144857300.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Mr Eazi,4088009,1276508,6768665,actual,339592,42924094,171696.38,27074.66,8150.21,51508.91,258430.16,387645239.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Mr Real,45513,0,0,estimated,89,477886,1911.55,0,2.14,573.46,2487.15,3730718.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Naeto C,85036,0,0,estimated,12995,892878,3571.51,0,311.88,1071.45,4954.85,7432268.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Naira Marley,1468207,1176383,52937235,estimated,150907,15416174,61664.69,211748.94,3621.77,18499.41,295534.81,443302215.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Niniola,320576,122220,5499900,estimated,8775,3366048,13464.19,21999.6,210.6,4039.26,39713.65,59570474.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Nonso Amadi,355527,139048,6257160,estimated,6,3733034,14932.13,25028.64,0.14,4479.64,44440.56,66660837.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,ODUMODUBLVCK,3659983,223000,10035000,estimated,10262,38429822,153719.29,40140,246.29,46115.79,240221.36,360332039.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Odunsi (The Engine),300942,37883,1704735,estimated,5504,3159891,12639.56,6818.94,132.1,3791.87,23382.47,35073703.8,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Olakira,332015,652625,29368125,estimated,24465,3486158,13944.63,117472.5,587.16,4183.39,136187.68,204281518.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Olamide,5775342,1322273,17411083,actual,34,60641091,242564.36,69644.33,0.82,72769.31,384978.82,577468231.8,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Olu Maintain,83705,0,0,estimated,451,878902,3515.61,0,10.82,1054.68,4581.12,6871675.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Omah Lay,11592823,2401667,108075015,estimated,311437,121724642,486898.57,432300.06,7474.49,146069.57,1072742.68,1609114026,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Oxlade,4824423,669250,24935297,actual,101487,50656442,202625.77,99741.19,2435.69,60787.73,365590.37,548385557.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,P-Square,1558722,2758334,20883639,actual,206948,16366581,65466.32,83534.56,4966.75,19639.9,173607.53,260411293.8,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Patoranking,1546808,1756579,11632083,actual,187324,16241484,64965.94,46528.33,4495.78,19489.78,135479.82,203219737.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Peruzzi,457611,27335,1230075,estimated,41501,4804916,19219.66,4920.3,996.02,5765.9,30901.88,46352826.9,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Pheelz,2369804,373045,16787025,estimated,28799,24882942,99531.77,67148.1,691.18,29859.53,197230.57,295845861.6,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Phyno,1352746,633667,10851734,actual,41,14203833,56815.33,43406.94,0.98,17044.6,117267.85,175901777.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Portable,558408,256467,11541015,estimated,638,5863284,23453.14,46164.06,15.31,7035.94,76668.45,115002673.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Praiz,221975,0,0,estimated,1597,2330738,9322.95,0,38.33,2796.89,12158.16,18237244.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Prettyboy D-O,95090,9381,422145,estimated,1490,998445,3993.78,1688.58,35.76,1198.13,6916.25,10374381,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Qing Madi,1790142,293286,13197870,estimated,1878,18796491,75185.96,52791.48,45.07,22555.79,150578.31,225867457.8,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Reekado Banks,841476,502818,3865105,actual,0,8835498,35341.99,15460.42,0,10602.6,61405.01,92107514.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Rema,21362740,4963334,109363253,actual,506067,224308770,897235.08,437453.01,12145.61,269170.52,1616004.22,2424006336,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Reminisce,357253,77350,3480750,estimated,12312,3751156,15004.63,13923,295.49,4501.39,33724.5,50586752.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Ric Hassani,591429,720833,4896570,actual,8500,6210004,24840.02,19586.28,204,7452.01,52082.3,78123455.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Rude Boy,273938,0,0,estimated,0,2876349,11505.4,0,0,3451.62,14957.01,22435522.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Ruger,4543333,2008000,36284896,actual,118633,47704996,190819.99,145139.58,2847.19,57246,396052.76,594079136.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Sarz,3824417,96529,4343805,estimated,59835,40156378,160625.51,17375.22,1436.04,48187.65,227624.43,341436642.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Sauce Kid,5649,1867,84015,estimated,118,59314,237.26,336.06,2.83,71.18,647.33,970991.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Sean Tizzle,152048,59537,2679165,estimated,4778,1596504,6386.02,10716.66,114.67,1915.8,19133.15,28699729.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Seyi Shay,123957,142281,6402645,estimated,0,1301548,5206.19,25610.58,0,1561.86,32378.63,48567948.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Seyi Vibez,3845898,347875,15654375,estimated,17200,40381929,161527.72,62617.5,412.8,48458.31,273016.33,409524496.2,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Shallipopi,6102075,451000,20295000,estimated,8903,64071788,256287.15,81180,213.67,76886.14,414566.97,621850450.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Show Dem Camp,533264,12684,570780,estimated,9242,5599272,22397.09,2283.12,221.81,6719.13,31621.14,47431713.6,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Simi,1504060,1072698,48271410,estimated,164114,15792630,63170.52,193085.64,3938.74,18951.16,279146.05,418719078,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Skiibii,803589,333450,15005250,estimated,33,8437684,33750.74,60021,0.79,10125.22,103897.75,155846627.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Small Doctor,54744,30629,1378305,estimated,663,574812,2299.25,5513.22,15.91,689.77,8518.15,12777231.6,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Solidstar,71063,0,0,estimated,1595,746162,2984.65,0,38.28,895.39,3918.32,5877479.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Sound Sultan,48543,17686,795870,estimated,1282,509702,2038.81,3183.48,30.77,611.64,5864.7,8797043.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Spyro,1304559,556750,25053750,estimated,9561,13697870,54791.48,100215,229.46,16437.44,171673.39,257510078.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Tay Iwar,900874,24527,1103715,estimated,24,9459177,37836.71,4414.86,0.58,11351.01,53603.16,80404734.6,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Tekno,1947156,2650000,29738212,actual,0,20445138,81780.55,118952.85,0,24534.17,225267.57,337901348.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Tempoe,3816969,0,0,estimated,12192,40078174,160312.7,0,292.61,48093.81,208699.12,313048673.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Tems,16440400,1193929,29628150,actual,214639,172624200,690496.8,118512.6,5151.34,207149.04,1021309.78,1531964664,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Teni,1168321,783900,4383199,actual,8,12267370,49069.48,17532.8,0.19,14720.84,81323.31,121984971.9,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Terri,115984,87409,3933405,estimated,0,1217832,4871.33,15733.62,0,1461.4,22066.35,33099519.6,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Terry Apala,206759,6469,291105,estimated,428,2170970,8683.88,1164.42,10.27,2605.16,12463.73,18695600.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Timaya,936794,116452,7486478,actual,0,9836337,39345.35,29945.91,0,11803.6,81094.86,121642296.6,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Tiwa Savage,2929440,1517500,22949894,actual,0,30759120,123036.48,91799.58,0,36910.94,251747,377620500,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Vector,616766,72225,3250125,estimated,1,6476043,25904.17,13000.5,0.02,7771.25,46675.95,70013921.4,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Victony,5435441,707000,31815000,estimated,61451,57072130,228288.52,127260,1474.82,68486.56,425509.9,638264853.9,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Waje,39177,50472,2271240,estimated,1778,411358,1645.43,9084.96,42.67,493.63,11266.7,16900044.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Wande Coal,2304071,101000,3611971,actual,0,24192746,96770.98,14447.88,0,29031.29,140250.16,210375240.9,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Wizkid,11715718,3389167,57260536,actual,945909,123015039,492060.16,229042.14,22701.82,147618.05,891422.16,1337133244,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,WurlD,418105,42554,1914930,estimated,46845,4390102,17560.41,7659.72,1124.28,5268.12,31612.53,47418799.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Ycee,498765,221241,9955845,estimated,0,5237032,20948.13,39823.38,0,6284.44,67055.95,100583923.5,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Yemi Alade,1181961,2482963,7959053,actual,0,12410590,49642.36,31836.21,0,14892.71,96371.28,144556923.9,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Young Jonn,3634029,351000,15795000,estimated,25809,38157304,152629.22,63180,619.42,45788.77,262217.4,393326099.1,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Yung6ix,121951,302,13590,estimated,750,1280486,5121.94,54.36,18,1536.58,6730.88,10096326.9,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Zinoleesky,2048203,245067,11028015,estimated,59388,21506132,86024.53,44112.06,1425.31,25807.36,157369.26,236053883.7,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,Zlatan,1858397,383000,17235000,estimated,119360,19513168,78052.67,68940,2864.64,23415.8,173273.12,259909674.3,Chartmetric + SoundCharts API + per-stream rates
Q2_2025,=== PERIOD TOTAL ===,,,,,,,,,,,23333704.59,35000556882,Aggregated
Q3_2025,2Baba,572230,476727,4043526,actual,10616,6008415,24033.66,16174.1,254.78,7210.1,47672.65,71508969,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,9ice,331340,2571,115695,estimated,10013,3479070,13916.28,462.78,240.31,4174.88,18794.26,28191384,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Adekunle Gold,2768989,962000,9437354,actual,196571,29074384,116297.54,37749.42,4717.7,34889.26,193653.92,290480879.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Ajebutter22,221484,50542,2274390,estimated,0,2325582,9302.33,9097.56,0,2790.7,21190.59,31785879.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Amaarae,5582764,441222,19854990,estimated,33763,58619022,234476.09,79419.96,810.31,70342.83,385049.19,577573779.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Asake,7165918,1747692,44159184,actual,106621,75242139,300968.56,176636.74,2558.9,90290.57,570454.76,855682144.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Ayra Starr,18085348,2795715,88545779,actual,199106,189896154,759584.62,354183.12,4778.54,227875.38,1346421.66,2019632491,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Aṣa,466559,940,2585586,actual,135662,4898870,19595.48,10342.34,3255.89,5878.64,39072.35,58608530.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,BNXN,4691989,433000,19485000,estimated,72538,49265884,197063.54,77940,1740.91,59119.06,335863.51,503795267.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Bad Boy Timz,469792,14200,639000,estimated,18773,4932816,19731.26,2556,450.55,5919.38,28657.2,42985792.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Banky W.,307421,581324,652811,actual,9096,3227920,12911.68,2611.24,218.3,3873.5,19614.73,29422101.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Bayanni,1801637,224400,10098000,estimated,4092,18917188,75668.75,40392,98.21,22700.63,138859.59,208289382.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Bella Shmurda,2306690,486667,21900015,estimated,0,24220245,96880.98,87600.06,0,29064.29,213545.33,320318001,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Blaqbonez,1558355,302789,13625505,estimated,31371,16362728,65450.91,54502.02,752.9,19635.27,140341.11,210511660.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Bloody Civilian,1067602,17018,765810,estimated,2208,11209821,44839.28,3063.24,52.99,13451.79,61407.3,92110951.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Boj,1055586,21841,982845,estimated,8837,11083653,44334.61,3931.38,212.09,13300.38,61778.46,92667695.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Boy Spyce,640440,134478,6051510,estimated,3419,6724620,26898.48,24206.04,82.06,8069.54,59256.12,88884180,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Bracket,602965,1073857,4593559,actual,30247,6331132,25324.53,18374.24,725.93,7597.36,52022.05,78033079.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Brymo,297638,67160,3022200,estimated,15585,3125199,12500.8,12088.8,374.04,3750.24,28713.87,43070812.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Burna Boy,166,0,0,estimated,1,1743,6.97,0,0.02,2.09,9.09,13631.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,CDQ,243417,0,162487,actual,634,2555878,10223.51,649.95,15.22,3067.05,13955.73,20933598.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,CKay,8891220,4262400,38099519,actual,9,93357810,373431.24,152398.08,0.22,112029.37,637858.9,956788356,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Chike,2198715,1190000,53550000,estimated,52908,23086508,92346.03,214200,1269.79,27703.81,335519.63,503279446.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Crayon,1583588,249750,8984372,actual,0,16627674,66510.7,35937.49,0,19953.21,122401.39,183602089.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Cruel Santino,724067,5386,242370,estimated,0,7602704,30410.81,969.48,0,9123.24,40503.54,60755307.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,D'banj,557330,230025,1599112,actual,7662,5851965,23407.86,6396.45,183.89,7022.36,37010.55,55515831,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,DJ Cuppy,1,0,0,estimated,0,10,0.04,0,0,0.01,0.05,81.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,DJ Neptune,1102093,267182,1153913,actual,66,11571976,46287.91,4615.65,1.58,13886.37,64791.51,97187270.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,DJ Spinall,19,369714,16637130,estimated,0,200,0.8,66548.52,0,0.24,66549.56,99824336.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Dammy Krane,38554,0,0,estimated,557,404817,1619.27,0,13.37,485.78,2118.42,3177624.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Darey,164857,75656,3404520,estimated,3806,1730998,6923.99,13618.08,91.34,2077.2,22710.62,34065924.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Darkoo,4188976,318300,14323500,estimated,1,43984248,175936.99,57294,0.02,52781.1,286012.11,429018170.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Davido,8683225,4756667,82009534,actual,872622,91173862,364695.45,328038.14,20942.93,109408.63,823085.15,1234627724,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Dice Ailes,189266,16,720,estimated,3933,1987293,7949.17,2.88,94.39,2384.75,10431.2,15646793.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Dremo,195721,6941,312345,estimated,10918,2055070,8220.28,1249.38,262.03,2466.08,12197.78,18296667.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Duncan Mighty,511273,2590,1602630,actual,5262,5368366,21473.47,6410.52,126.29,6442.04,34452.31,51678470.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Eldee,62934,0,0,estimated,4233,660807,2643.23,0,101.59,792.97,3537.79,5306682.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Falz,750789,361000,2204884,actual,728,7883284,31533.14,8819.54,17.47,9459.94,49830.09,74745131.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Fela Kuti,437084,248278,980768,actual,196637,4589382,18357.53,3923.07,4719.29,5507.26,32507.15,48760719.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Fireboy DML,9181575,1978500,36258587,actual,340321,96406538,385626.15,145034.35,8167.7,115687.85,654516.05,981774070.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Flavour,920216,3797000,170865000,estimated,87425,9662268,38649.07,683460,2098.2,11594.72,735801.99,1103702990,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Flavour N'abania,81,3797000,170865000,estimated,3928,850,3.4,683460,94.27,1.02,683558.69,1025338042,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,HarrySong,96117,92129,4145805,estimated,873,1009228,4036.91,16583.22,20.95,1211.07,21852.16,32778240.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Ice Prince,792594,164250,2143528,actual,47430,8322237,33288.95,8574.11,1138.32,9986.68,52988.06,79482096.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Illbliss,168110,12961,583245,estimated,356,1765155,7060.62,2332.98,8.54,2118.19,11520.33,17280495,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Iyanya,684099,674667,8810700,actual,0,7183040,28732.16,35242.8,0,8619.65,72594.61,108891908.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Jesse Jagz,83545,15828,712260,estimated,5421,877222,3508.89,2849.04,130.1,1052.67,7540.7,11311051.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Joeboy,3419685,1514000,68130000,estimated,0,35906692,143626.77,272520,0,43088.03,459234.8,688852201.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Johnny Drille,955233,873333,39299985,estimated,9292,10029946,40119.79,157199.94,223.01,12035.94,209578.67,314368004.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Khaid,3045962,612500,27562500,estimated,4091,31982601,127930.4,110250,98.18,38379.12,276657.71,414986563.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,King Sunny Ade,126263,26017,1170765,estimated,12357,1325762,5303.05,4683.06,296.57,1590.91,11873.59,17810381.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Kizz Daniel,4384672,3531667,41629205,actual,233238,46039056,184156.22,166516.82,5597.71,55246.87,411517.62,617276434.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Korede Bello,646745,284000,2435705,actual,23131,6790822,27163.29,9742.82,555.14,8148.99,45610.24,68415361.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,LADIPOE,962185,114900,5170500,estimated,72584,10102942,40411.77,20682,1742.02,12123.53,74959.32,112438975.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Lady Donli,131819,6571,295695,estimated,1453,1384100,5536.4,1182.78,34.87,1660.92,8414.97,12622454.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Lagbaja,12776,5959,268155,estimated,2880,134148,536.59,1072.62,69.12,160.98,1839.31,2758964.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Libianca,5429206,1230714,26074218,actual,0,57006663,228026.65,104296.87,0,68408,400731.52,601097279.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Lil Kesh,793833,87803,3165515,actual,2963,8335246,33340.99,12662.06,71.11,10002.3,56076.45,84114680.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Lojay,4469618,380444,17119980,estimated,49228,46930989,187723.96,68479.92,1181.47,56317.19,313702.53,470553802.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Lyta,364523,92857,4178565,estimated,0,3827492,15309.97,16714.26,0,4592.99,36617.22,54925823.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,M.I. Abaga,268698,103662,4664790,estimated,2099,2821329,11285.32,18659.16,50.38,3385.59,33380.45,50070670.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Magixx,1440513,272700,12271500,estimated,4071,15125386,60501.55,49086,97.7,18150.46,127835.71,191753570.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Maleek Berry,1224706,630500,3016785,actual,0,12859413,51437.65,12067.14,0,15431.3,78936.09,118404131.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Mannywellz,282797,55264,2486880,estimated,1668,2969368,11877.47,9947.52,40.03,3563.24,25428.27,38142402.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Mayorkun,1325479,273000,12285000,estimated,145021,13917530,55670.12,49140,3480.5,16701.04,124991.66,187487486.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Mohbad,1492767,65350,2940750,estimated,48848,15674054,62696.21,11763,1172.35,18808.86,94440.43,141660645.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Mr Eazi,4630097,1308750,10496033,actual,342168,48616018,194464.07,41984.13,8212.03,58339.22,302999.46,454499190.3,Chartmetric + SoundCharts API + per-stream rates
